,namobj,wadmpr,wadmkk,almind,klskbli,klskbli_1,koordy,koordx,geometry
2311,"TUNAS SHOULDER PAD, PT",JAWA BARAT,BOGOR,KP. KEDEP RT 02/21,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.4571373,106.8866705,POINT (106.8866705 -6.4571373)
2312,"TUNGGAL INDOTAMA ABADI, PT",JAWA BARAT,BOGOR,"JL.PANCASILA IV RT.003/001, . CIDADAS, GUNUNG PUTRI",14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.4368764,106.9243617,POINT (106.9243617 -6.4368764)
2313,"ULIKO GLOBAL, PT",JAWA BARAT,BOGOR,KP TLANJUNG RT 02 RW 10,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.4080263,106.9331593,POINT (106.9331593 -6.4080263)
2314,"UNGGUL KARYA SEMESTA, PT",JAWA BARAT,BOGOR,KP JAMPANG WANAHERANG,13929,INDUSTRI BARANG JADI TEKSTIL LAINNYA,-6.41392,106.94111,POINT (106.94111 -6.41392)
2315,"UNI MAKMUR ELEKTRIKA, PT",JAWA BARAT,BOGOR,JL. KAYUMANIS NO 10,27900,INDUSTRI PERALATAN LISTRIK LAINNYA,-6.4793124,106.8587345,POINT (106.8587345 -6.4793124)
2316,"UNION TEKNIKA, PT",JAWA BARAT,BOGOR,JL. LANBAU / KP LIDBARU,28113,INDUSTRI KOMPONEN DAN SUKU CADANG MESIN DAN TURBIN,-6.5035727,106.8583553,POINT (106.8583553 -6.5035727)
2317,UNIVERSAL CARPET AND RUGS PT,JAWA BARAT,BOGOR,JL. RAYA NAROGONG KOMPLEK INDUSTRI BLOK DIII KEMBANG KUNING,13930,INDUSTRI KARPET DAN PERMADANI,-6.44823,106.90773,POINT (106.90773 -6.44823)
2318,"UOMO DONNA INDONESIA, PT",JAWA BARAT,BOGOR,JL. INDUSTRI NO 54 TARIKOLOT RT 03 RW 03,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.492661,106.89134,POINT (106.89134 -6.492661)
2319,"UTAMA KORINDAH, PT",JAWA BARAT,BOGOR,JL. RAYA CIOMAS NO 1 DUSUN PAHING,31001,INDUSTRI FURNITUR DARI KAYU,-6.6856957,106.8406278,POINT (106.8406278 -6.6856957)
2320,"VAKSINDO SATWA NUSANTARA, PT",JAWA BARAT,BOGOR,JL. BAROKAH KP BARU WANAHERANG GUNUNG PUTRI - BOGOR,21013,INDUSTRI PRODUK FARMASI UNTUK HEWAN,-6.42431,106.93062,POINT (106.93062 -6.42431)
2321,"VAN AROMA, PT",JAWA BARAT,BOGOR,JL. RAYA CICADAS NO 16 GUNUNG PUTRI KAB BOGOR,20294,INDUSTRI MINYAK ATSIRI,-6.433371,106.92751,POINT (106.92751 -6.433371)
2322,"VOSEN PRATITA KEMINDO, PT",JAWA BARAT,BOGOR,"JL. RAYA NAROGONG KM 26,8 NO. 105 DAYEUH RT 01/RW 01",20299,INDUSTRI BARANG KIMIA LAINNYA YTDL,-6.43964,106.95302,POINT (106.95302 -6.43964)
2323,"WARNA INDAH SAMATEX, PT",JAWA BARAT,BOGOR,"JL. RAYA PERM. GRIYA ALAM SENTOSA, PANGKALAN 8",20221,INDUSTRI CAT DAN TINTA CETAK,-6.36413,106.9833,POINT (106.9833 -6.36413)
2324,"WASAKA TOMO ENGINEERING, PT",JAWA BARAT,BOGOR,JL. RAYA CILEUNGSI JONGGOL KM 1 NO. 9,25113,INDUSTRI KONSTRUKSI BERAT SIAP PASANG DARI BAJA UNTUK BANGUNAN,-6.3824827,106.9274343,POINT (106.9274343 -6.3824827)
2325,"WELGRO FEEDMILL INDONESIA, PT",JAWA BARAT,BOGOR,JL. KAMPUNG GUDANG LANBAU NO 2,10801,INDUSTRI RANSUM MAKANAN HEWAN,-6.48814,106.8678,POINT (106.8678 -6.48814)
2326,"WIN LAND WIRE INDUSTRIES, PT",JAWA BARAT,BOGOR,"KP. PARUNG TANJUNG RT.01 RW.11, CICADAS,",25951,INDUSTRI BARANG DARI KAWAT,-6.43637,106.936551,POINT (106.936551 -6.43637)
2327,WINA FIBRE GLASS,JAWA BARAT,BOGOR,JL. RAYA TAJUR NO. 18 RT 001/007,20131,INDUSTRI DAMAR BUATAN (RESIN SINTETIS) DAN BAHAN BAKU PLASTIK,-6.64326,106.83911,POINT (106.83911 -6.64326)
2328,"WINDU SATRIA SENTOSA, PT",JAWA BARAT,BOGOR,JL. UDENG BARAT 33 EE KAMPUNG KOLIO BARU RT03/3,20301,INDUSTRI SERAT/BENANG/STRIP FILAMEN BUATAN,-6.4971282,106.8602039,POINT (106.8602039 -6.4971282)
2329,"WIYAKA UTAMA, PT",JAWA BARAT,BOGOR,KP PADURENAN PABUARAN CIBINONG,30912,INDUSTRI KOMPONEN DAN PERLENGKAPAN SEPEDA MOTOR RODA DUA DAN TIGA,-6.3566721,106.3171528,POINT (106.3171528 -6.3566721)
2330,"YANG MANDIRI UTAMA SUKSES, PT",JAWA BARAT,BOGOR,KP. PARUNG TANJUNG RT 04 RW 13 CICADAS,27900,INDUSTRI PERALATAN LISTRIK LAINNYA,-6.438842,106.935559,POINT (106.935559 -6.438842)
2331,"YHC KERAMIKA INDONESIA, PT",JAWA BARAT,BOGOR,KP. CIBUGIS RT 05 RW 06 KLAPANUNGGAL,23929,INDUSTRI BAHAN BANGUNAN DARI TANAH LIAT/KERAMIK BUKAN BATU BATA DAN GENTENG,-6.4579205,106.9583935,POINT (106.9583935 -6.4579205)
2332,"YOUNG INDUSTRY INDONESIA, PT",JAWA BARAT,BOGOR,KAWASAN INDUSTRI PERMAI. RAYA NAROGON KM 23.8 KAV 10A DAEYEUH,31004,INDUSTRI FURNITUR DARI LOGAM,-6.42062,106.9644722,POINT (106.9644722 -6.42062)
2333,"YUDHISTIRA GHALIA INDONESIA, PT",JAWA BARAT,BOGOR,JL. BOJONG KIDUL  RANCAMAYA,18111,INDUSTRI PENCETAKAN UMUM,-6.5945,106.7084,POINT (106.7084 -6.5945)
2334,"YUPI INDO JELLY GUM, PT",JAWA BARAT,BOGOR,JL. PANCASILA IV KM 9,10739,INDUSTRI KEMBANG GULA LAINNYA,-6.4406614,106.9294119,POINT (106.9294119 -6.4406614)
2335,"YURI INDO APPAREL, PT",JAWA BARAT,BOGOR,"KP. RAWA ILAT RT.003/009, . DAYEUH, CILEUNGSI",13929,INDUSTRI BARANG JADI TEKSTIL LAINNYA,-6.41778,106.968927,POINT (106.968927 -6.41778)
2336,"ZIBEN INDONESIA, PT",JAWA BARAT,BOGOR,KP. CIBINONG RT 02/05,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.40228,106.6872409,POINT (106.6872409 -6.40228)
2337,ZINUS GLOBAL INDONESIA,JAWA BARAT,BOGOR,JL. RAYA PARUNG - GUNUNG SINDUR NO 68,31009,INDUSTRI FURNITUR LAINNYA,-6.5910117,106.7188509,POINT (106.7188509 -6.5910117)
2338,"ANUGRAH, UD",JAWA TIMUR,BOJONEGORO,JL. RAYA CEPU KM. 24,10631,INDUSTRI PENGGILINGAN PADI DAN PENYOSOHAN BERAS,-7.15801,111.68853,POINT (111.68853 -7.15801)
2339,"BAROKAH ANGKLING DARMO, PT",JAWA TIMUR,BOJONEGORO,"JL. KALITIDU RAYA 267 ,",12011,INDUSTRI SIGARET KRETEK TANGAN,-7.12943,111.76437,POINT (111.76437 -7.12943)
2340,"BETON BUDI MULYA, PT",JAWA TIMUR,BOJONEGORO,JL. RAYA KALITIDU,23957,INDUSTRI MORTAR ATAU BETON SIAP PAKAI,-7.12959,111.74775,POINT (111.74775 -7.12959)
2341,"CEMERLANG SURYA MANDIRI, PT",JAWA TIMUR,BOJONEGORO,JL. RAYA BAURENO RT 5 RW 2 BAURENO,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-7.13118,112.09882,POINT (112.09882 -7.13118)
2342,"KEONG MAS PERMAI, CV",JAWA TIMUR,BOJONEGORO,"JL. SUKOWATI RAYA 410,",10221,INDUSTRI PENGOLAHAN DAN PENGAWETAN IKAN DAN BIOTA AIR (BUKAN UDANG) DALAM KALENG,-7.18082,111.90986,POINT (111.90986 -7.18082)
2343,"KURNIA JAYA, UD",JAWA TIMUR,BOJONEGORO,JL. RAYA KALITIDU-CEPU DUSUN KEPOH,10631,INDUSTRI PENGGILINGAN PADI DAN PENYOSOHAN BERAS,-7.13001,111.74504,POINT (111.74504 -7.13001)
2344,"MAJU MAPAN, UD",JAWA TIMUR,BOJONEGORO,DUSUN SOKO RT 02 RW 03,10794,"INDUSTRI KERUPUK, KERIPIK, PEYEK DAN SEJENISNYA",-7.253425,111.931155,POINT (111.931155 -7.253425)
2345,PR K.J.P,JAWA TIMUR,BOJONEGORO,"KEDUNGBONDO RT.12/02, KECAMATAN BALEN KABUPATEN BOJONEGORO",12011,INDUSTRI SIGARET KRETEK TANGAN,-7.1677,111.98027,POINT (111.98027 -7.1677)
2346,"PUTERA JAYA SAKTI PERKASA, PT",JAWA TIMUR,BOJONEGORO,JL. JAKSA AGUNG SUPRAPTO NO 192,12011,INDUSTRI SIGARET KRETEK TANGAN,-7.14566,111.88819,POINT (111.88819 -7.14566)
2347,"RAMAYANA, CV/ADITAMA, UD",JAWA TIMUR,BOJONEGORO,JL. WARINGIN NO 3 RT 02 RW 01,23953,INDUSTRI BARANG DARI SEMEN DAN KAPUR UNTUK KONSTRUKSI,-7.216,111.943,POINT (111.943 -7.216)
2348,"REALFOOD WINTA ASIA, PT",JAWA TIMUR,BOJONEGORO,JL. LETTU SUYITNO NO.89A,11090,INDUSTRI MINUMAN LAINNYA,-7.13634,111.919964,POINT (111.919964 -7.13634)
2349,"RUKUN JAYA MAKMUR, PT",JAWA TIMUR,BOJONEGORO,"JL. RAYA  BOJONEGORO - CEPU KM 30 ,",12011,INDUSTRI SIGARET KRETEK TANGAN,-7.162796,111.637348,POINT (111.637348 -7.162796)
2350,"SHOU FONG LASTINDO, PT",JAWA TIMUR,BOJONEGORO,BAKUNG KECAMATAN KANOR,15201,INDUSTRI ALAS KAKI UNTUK KEPERLUAN SEHARI-HARI,-7.145,112.04,POINT (112.04 -7.145)
2351,SINAR SURYA TOBACCO,JAWA TIMUR,BOJONEGORO,JL. RAYA KAPAS TIKUSAN NO. 77 KAPAS - BOJONEGORO,12011,INDUSTRI SIGARET KRETEK TANGAN,-7.17638,111.90472,POINT (111.90472 -7.17638)
2352,"SONO PRIMA, CV",JAWA TIMUR,BOJONEGORO,"JL. LETTU SUYITNO NO. 12 ,",16101,INDUSTRI PENGGERGAJIAN KAYU,-7.142371,111.900812,POINT (111.900812 -7.142371)
2353,"SUMBER MAKMUR, UD",JAWA TIMUR,BOJONEGORO,JL. RAYA SUMBERREJO 1102,23929,INDUSTRI BAHAN BANGUNAN DARI TANAH LIAT/KERAMIK BUKAN BATU BATA DAN GENTENG,-7.175,112.007,POINT (112.007 -7.175)
2354,"SUMBER REJEKI, PT",JAWA TIMUR,BOJONEGORO,"JL. RAYA  BAURENO NO. 37 ,  DUKUH KETAWANG",12091,INDUSTRI PENGERINGAN DAN PENGOLAHAN TEMBAKAU,-7.12769,112.10888,POINT (112.10888 -7.12769)
2355,"TIRTA FLORA MAKMUR, PT",JAWA TIMUR,BOJONEGORO,"MEJUWET ,",16212,"INDUSTRI KAYU LAPIS LAMINASI, TERMASUK DECORATIVE PLYWOOD",-7.16494,112.04291,POINT (112.04291 -7.16494)
2356,"TUNGGAL JAYA, UD",JAWA TIMUR,BOJONEGORO,"JL. RAJAWALI NO. 285 ,  BANDAR BATOKAN",31001,INDUSTRI FURNITUR DARI KAYU,-7.146432,111.620532,POINT (111.620532 -7.146432)
2357,"BONINDO ABADI, PT",JAWA TIMUR,BONDOWOSO,JL. RAYA JEMBER KM 9 .PEKAUMAN,17012,INDUSTRI KERTAS BUDAYA,-7.99328,113.790375,POINT (113.790375 -7.99328)
2358,"GUNUNG MAS, UD",JAWA TIMUR,BONDOWOSO,RT 01 RW 01 DUSUN KRAJAN - KALIANYAR - TAMANAN,10631,INDUSTRI PENGGILINGAN PADI DAN PENYOSOHAN BERAS,-7.99456,113.82473,POINT (113.82473 -7.99456)
2359,"KAYU SELASIHAN INDAH, PT",JAWA TIMUR,BONDOWOSO,"JL. RAYA  JEMBER KM 09 PEKAUMAN ,",31001,INDUSTRI FURNITUR DARI KAYU,-7.993936,113.790083,POINT (113.790083 -7.993936)
2360,"SAMUDRA, UD",JAWA TIMUR,BONDOWOSO,TEGAL MIJIN,10631,INDUSTRI PENGGILINGAN PADI DAN PENYOSOHAN BERAS,-7.991075,113.80817,POINT (113.80817 -7.991075)
2361,"SEKAWAN, UD",JAWA TIMUR,BONDOWOSO,JL. TAMAN NO 2,10631,INDUSTRI PENGGILINGAN PADI DAN PENYOSOHAN BERAS,-7.988218,113.791211,POINT (113.791211 -7.988218)
2362,"DAVINCY AIRINDO, PT",GORONTALO,BONE BOLANGO,DUSUN OYILEDATA,11051,INDUSTRI AIR KEMASAN,0.572048,123.133362,POINT (123.133362 0.572048)
2363,"BLACK BEAR RESOURCES INDONESIA, PT",KALIMANTAN TIMUR,BONTANG,JL. S. PARMAN NO 12 RT 08 BSG SPORT CENTER /JL. TENGKER,20111,INDUSTRI KIMIA DASAR ANORGANIK KHLOR DAN ALKALI,0.1675,117.4872,POINT (117.4872 0.1675)
2364,"KALTIM METHANOL INDUSTRI, PT",KALIMANTAN TIMUR,BONTANG,KAWASAN INDUSTRI KIE,20112,INDUSTRI KIMIA DASAR ANORGANIK GAS INDUSTRI,0.183,117.4758,POINT (117.4758 0.183)
2365,"KALTIM PARNA INDUSTRI, PT",KALIMANTAN TIMUR,BONTANG,KAWASAN INDUSTRI PUPUK KALTIM,20112,INDUSTRI KIMIA DASAR ANORGANIK GAS INDUSTRI,0.1767,117.4683,POINT (117.4683 0.1767)
2366,"PUPUK KALIMANTAN TIMUR, PT",KALIMANTAN TIMUR,BONTANG,JL. IR JAMES SIMANJUNTAK NO 1,20122,INDUSTRI PUPUK BUATAN TUNGGAL HARA MAKRO PRIMER,0.18597,117.47872,POINT (117.47872 0.18597)
2367,"SAMATOR GAS INDUSTRI, PT",KALIMANTAN TIMUR,BONTANG,JL. TURSINA BARAT KOMPL KIE 15,20114,INDUSTRI KIMIA DASAR ANORGANIK LAINNYA,0.17792,117.47548,POINT (117.47548 0.17792)
2368,"ADIPURA MAS PLASTINDO, CV",JAWA TENGAH,BOYOLALI,"JL. RAYA SOLO-BOYOLALI KM. 13,5 BATAN",22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-7.53956,110.706023,POINT (110.706023 -7.53956)
2369,"ANDALAN MANDIRI BUSANA, PT",JAWA TENGAH,BOYOLALI,DK. BATAN RT 12 RW 02,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.536,110.7,POINT (110.7 -7.536)
2370,"ANEKA ANDALAN ASIA, PT",JAWA TENGAH,BOYOLALI,DUKUH GUNUNGAN NGESREP,17099,INDUSTRI BARANG DARI KERTAS DAN PAPAN KERTAS LAINNYA YTDL,-7.5222152,110.7409744,POINT (110.7409744 -7.5222152)
2371,"ANEKA, CV",JAWA TENGAH,BOYOLALI,"DK KEDUNG BUNTEL NO 352 KETITANG NOGOSARI,BOYOLALI",10794,"INDUSTRI KERUPUK, KERIPIK, PEYEK DAN SEJENISNYA",-7.4598,110.7885,POINT (110.7885 -7.4598)
2372,"ANUGRAH JAYA PACKINDO, PT",JAWA TENGAH,BOYOLALI,JL. PANATARAN KL 1 DK TEGALSARI,17022,INDUSTRI KEMASAN DAN KOTAK DARI KERTAS DAN KARTON,-7.45357,110.54056,POINT (110.54056 -7.45357)
2373,"BENGAWAN SOLO GARMENT INDONESIA, PT",JAWA TENGAH,BOYOLALI,BUTUH RT.04/1,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.3317,110.389,POINT (110.389 -7.3317)
2374,"BWK INDOMANDIRI LESTARI, PT",JAWA TENGAH,BOYOLALI,"KEMBANG, AMPEL KECAMATAN GLADAGSARI KABUPATEN BOYOLALI",15121,INDUSTRI BARANG DARI KULIT DAN KULIT KOMPOSISI UNTUK KEPERLUAN PRIBADI,-7.4468,110.4856595,POINT (110.4856595 -7.4468)
2375,CAHAYA FORTUNA SEJATI,JAWA TENGAH,BOYOLALI,DUKUH BERAN WETAN RT 16 RW 06,25111,INDUSTRI BARANG DARI LOGAM BUKAN ALUMINIUM SIAP PASANG UNTUK BANGUNAN,-7.54115,110.71018,POINT (110.71018 -7.54115)
2376,"CAHAYA GUNUNG FOODS, PT",JAWA TENGAH,BOYOLALI,"JL. RAYA RANDUSARI NEPEN DK DAMPIT ,SUDIMORO",10130,INDUSTRI PENGOLAHAN DAN PENGAWETAN PRODUK DAGING DAN DAGING UNGGAS,-7.55351,110.64299,POINT (110.64299 -7.55351)
2377,"CARTINI LINGERIE INDONESIA, PT",JAWA TENGAH,BOYOLALI,DUSUN TEGALSARI RT 01 RW 04 RANDUSARI KEC TERAS BOYOLALI,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.54479,110.64377,POINT (110.64377 -7.54479)
2378,"CENTRAL JAVA DAYA WIGUNA INDONESIA, PT",JAWA TENGAH,BOYOLALI,DUSUN JETIS RT 01 RW 02,11051,INDUSTRI AIR KEMASAN,-7.374139,110.2235567,POINT (110.2235567 -7.374139)
2379,"DANTOSAN PRECON PERKASA, PT",JAWA TENGAH,BOYOLALI,JL. BARU DUSUN 2 KALIGENTONG,23957,INDUSTRI MORTAR ATAU BETON SIAP PAKAI,-7.44505,110.52688,POINT (110.52688 -7.44505)
2380,DIAMONDFIT GARMENT INDONESIA,JAWA TENGAH,BOYOLALI,DS SAMPETAN KEC AMPEL KABUPATEN BOYOLALI,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.4144,110.49477,POINT (110.49477 -7.4144)
2381,"DUTA PLASTIK PERTIWI, PT",JAWA TENGAH,BOYOLALI,NGARU-ARU,32402,INDUSTRI MAINAN ANAK-ANAK,-7.5353,110.6785,POINT (110.6785 -7.5353)
2382,ECO SMART GARMENT INDONESIA (KLEGO),JAWA TENGAH,BOYOLALI,DUKUH BLUMBANG,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.363078,110.690214,POINT (110.690214 -7.363078)
2383,ECO SMART GARMENT INDONESIA (SAMBI),JAWA TENGAH,BOYOLALI,"DUKUH JAMBON, RT. 19/RW. 05, . BABADAN",14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.4676551,110.6884025,POINT (110.6884025 -7.4676551)
2384,"HANIL INDONESIA, PT",JAWA TENGAH,BOYOLALI,"NEPEN,TERAS,BOYOLALI JAWA TENGAH",13113,INDUSTRI PEMINTALAN BENANG JAHIT,-7.56233,110.63281,POINT (110.63281 -7.56233)
2385,HANSOLL INDO JAVA,JAWA TENGAH,BOYOLALI,NGEMPLAK RT.006/002,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.54149,110.64527,POINT (110.64527 -7.54149)
2386,HARAPAN LANGGENG ABADI,JAWA TENGAH,BOYOLALI,JL. RAYA BANGAK RIMO KM 7.5 SAMBI BOYOLALI,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-7.470761,110.689523,POINT (110.689523 -7.470761)
2387,"HIDUP BARU, CV",JAWA TENGAH,BOYOLALI,JL. RANDUSARI-KOPEN KM 1 DK CEMORO RANDUSARI,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.5427,110.64506,POINT (110.64506 -7.5427)
2388,"JAVA PLASTIC MANUFACTURING, PT",JAWA TENGAH,BOYOLALI,JL. RAYA BOYOLALI-SOLO KM. 3 MOJOSONGO,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-7.5393828,110.6219688,POINT (110.6219688 -7.5393828)
2389,"JESI JASON SURJA WIBOWO, PT",JAWA TENGAH,BOYOLALI,DUKUH NGADIROJO,13112,INDUSTRI PEMINTALAN BENANG,-7.42444,110.495,POINT (110.495 -7.42444)
2390,JSCORP BOYOLALI INDONESIA,JAWA TENGAH,BOYOLALI,DUKUH RT.001 RW.002,15121,INDUSTRI BARANG DARI KULIT DAN KULIT KOMPOSISI UNTUK KEPERLUAN PRIBADI,-7.55338,110.63121,POINT (110.63121 -7.55338)
2391,KAE JAYA GARMINDO,JAWA TENGAH,BOYOLALI,DK SALAMREJO RT 4 RW 6 POJOK NOGOSARI,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.45796,110.7516,POINT (110.7516 -7.45796)
2392,"KARYA MANDIRI, UD",JAWA TENGAH,BOYOLALI,JL. RAYA KENTENG TLATAR KM 02 RT 02 RW 01 TANJUNG SARI,15129,INDUSTRI BARANG DARI KULIT DAN KULIT KOMPOSISI UNTUK KEPERLUAN LAINNYA,-7.53518,110.60192,POINT (110.60192 -7.53518)
2393,"KENCANA PRINT, CV",JAWA TENGAH,BOYOLALI,DUKUH PADOKAN RT 04/04 SAWAHAN NGEMPLAK BOYOLALI,13133,INDUSTRI PENCETAKAN KAIN,-7.53128,110.80425,POINT (110.80425 -7.53128)
2394,KREASI INDAH BUSANA,JAWA TENGAH,BOYOLALI,DK SUKOREJO SUKOREJO,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.56396,110.56105,POINT (110.56105 -7.56396)
2395,"LENTERA ABADI SURAKARTA, PT",JAWA TENGAH,BOYOLALI,CANGKRINGAN BANYUDONO BOYOLALI,31001,INDUSTRI FURNITUR DARI KAYU,-7.5379,110.685,POINT (110.685 -7.5379)
2396,"MAHKOTA MAS PRATAMA, CV",JAWA TENGAH,BOYOLALI,SAWAHAN  RT 06/I,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-7.529718,110.797265,POINT (110.797265 -7.529718)
2397,MEGA TAMA GLOBALINDO,JAWA TENGAH,BOYOLALI,TEGALSARI,32909,INDUSTRI PENGOLAHAN LAINNYA YTDL,-7.4473015,110.5167766,POINT (110.5167766 -7.4473015)
2398,"MERAK SENTAUSA ABADI, PT",JAWA TENGAH,BOYOLALI,JL. KENTENG - TLATAR KM 1 NO 168 AMPEL,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-7.49385,110.59161,POINT (110.59161 -7.49385)
2399,NOVA INDONESIA,JAWA TENGAH,BOYOLALI,JL. RAYA SOLO SEMARANG KM 26,31001,INDUSTRI FURNITUR DARI KAYU,-7.53791,110.63009,POINT (110.63009 -7.53791)
2400,"NUGRAHA LUMINTU JAYA, PT",JAWA TENGAH,BOYOLALI,"JL. RAYA KALIOSO-BOYOLALI KM. 2,2 NOGOSARI BOYOLALI",17021,INDUSTRI KERTAS DAN PAPAN KERTAS BERGELOMBANG,-7.4602,110.7784,POINT (110.7784 -7.4602)
2401,"PAN BROTHERS, TBK, PT",JAWA TENGAH,BOYOLALI,DUKUH BUTUH RT 01/02,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.5564,110.6289,POINT (110.6289 -7.5564)
2402,"PANEN, PT",JAWA TENGAH,BOYOLALI,DUKUH GAREN 1/3,12091,INDUSTRI PENGERINGAN DAN PENGOLAHAN TEMBAKAU,-7.52025,110.79182,POINT (110.79182 -7.52025)
2403,"PEARLAND, PT",JAWA TENGAH,BOYOLALI,DUKU H KARANG,23939,INDUSTRI BARANG TANAH LIAT/KERAMIK DAN PORSELEN LAINNYA BUKAN BAHAN BANGUNAN,-7.40357,110.51689,POINT (110.51689 -7.40357)
2404,PRIMA BAJA JAYA,JAWA TENGAH,BOYOLALI,DUKUH TROSOBO,24101,INDUSTRI BESI DAN BAJA DASAR (IRON AND STEEL MAKING),-7.45544,110.65746,POINT (110.65746 -7.45544)
2405,"PRIMA KREASI GEMILANG, PT",JAWA TENGAH,BOYOLALI,DUKUH BUTUH RT 06 RW 02,13912,INDUSTRI KAIN SULAMAN,-7.55358,110.6314,POINT (110.6314 -7.55358)
2406,"PUTRA MANDIRI, CV",JAWA TENGAH,BOYOLALI,"DK SIDOREJO, MOJOLEGI KEC TERAS",16212,"INDUSTRI KAYU LAPIS LAMINASI, TERMASUK DECORATIVE PLYWOOD",-7.53138,110.65448,POINT (110.65448 -7.53138)
2407,"RAJAA TUNGGAL, PT",JAWA TENGAH,BOYOLALI,DUKUH JEMBANGAN RT 01/02 GAGAKSIPAT NGEMPLAK BOYOLALI,12019,INDUSTRI ROKOK LAINNYA,-7.52298,110.76323,POINT (110.76323 -7.52298)
2408,SAM KYUNG JAYA BUSANA,JAWA TENGAH,BOYOLALI,DK TIRIS CANDI AMPEL,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.45823,110.55842,POINT (110.55842 -7.45823)
2409,"SARI WARNA ASLI TEXTILE INDUSTRY, PT",JAWA TENGAH,BOYOLALI,"RANDUSARI,TERAS BOYOLALI",13113,INDUSTRI PEMINTALAN BENANG JAHIT,-7.53603,110.66587,POINT (110.66587 -7.53603)
2410,SEMAR MAS GARMENT,JAWA TENGAH,BOYOLALI,"JL. RAYA SOLO Ã?Â?Â? SEMARANG KM 14, . KUWIRAN, KEC. BANYUDONO, BOYOLALI 57373",14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.5418,110.71274,POINT (110.71274 -7.5418)
2411,"SO GOOD FOOD, PT",JAWA TENGAH,BOYOLALI,DK. POMAH,10130,INDUSTRI PENGOLAHAN DAN PENGAWETAN PRODUK DAGING DAN DAGING UNGGAS,-7.3214,110.3824,POINT (110.3824 -7.3214)
2412,"SOLO KAWISTARA GARMINDO, PT",JAWA TENGAH,BOYOLALI,GAGAK SIPAT RT 02 RW 01,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.522512,110.7562833,POINT (110.7562833 -7.522512)
2413,SOLO KREATIF INTERNASIONAL,JAWA TENGAH,BOYOLALI,"JL. RAYA SOLO - SEMARANG KM 14 NGASEM, COLOMADU, KARANGANYAR, INDONESIA, 57179",16299,"INDUSTRI BARANG DARI KAYU, ROTAN, GABUS LAINNYA YTDL",-7.53428,110.70468,POINT (110.70468 -7.53428)
2414,SOLO MANUFAKTUR KREASI,JAWA TENGAH,BOYOLALI,JL. SAMBI-MANGU KM 3.5  DEMANGAN,29101,INDUSTRI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-7.488415,110.721237,POINT (110.721237 -7.488415)
2415,"SOLO MURNI EPTE, PT",JAWA TENGAH,BOYOLALI,DK BANGAK PASON,17099,INDUSTRI BARANG DARI KERTAS DAN PAPAN KERTAS LAINNYA YTDL,-7.3319,110.475,POINT (110.475 -7.3319)
2416,"SRIWAHANA ADITYAKARTA, PT",JAWA TENGAH,BOYOLALI,JL. SOLO JOGJA KM 16 BENDOSARI SAWIT BOYOLALI,17022,INDUSTRI KEMASAN DAN KOTAK DARI KERTAS DAN KARTON,-7.584967,110.7092,POINT (110.7092 -7.584967)
2417,"TERAS ADHI KARISMA, PT",JAWA TENGAH,BOYOLALI,"JL. RAYA SOLO - BOYOLALI NO. 142,",22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-7.5363,110.6434,POINT (110.6434 -7.5363)
