,namobj,wadmpr,wadmkk,almind,klskbli,klskbli_1,koordy,koordx,geometry
4857,"INDO PLATING TECHOLOGY INDUSTRI, PT",JAWA BARAT,KARAWANG,JL. MITRA BARAT 1 BLOK F11 KAWASAN INDUSTRY MITRAKARAWANG,25920,JASA INDUSTRI UNTUK BERBAGAI PENGERJAAN KHUSUS LOGAM DAN BARANG DARI LOGAM,-6.377968799,107.3083981,POINT (107.3083981 -6.377968799)
4858,INDO RAYA KIMIA,JAWA BARAT,KARAWANG,KAWASAN INDUSTRI KUJANG CIKAMPEK (KIKC),20118,INDUSTRI KIMIA DASAR ORGANIK YANG MENGHASILKAN BAHAN KIMIA KHUSUS,-6.413486121,107.4412688,POINT (107.4412688 -6.413486121)
4859,"INDO SAFETY SENTOSA INDUSTRI, PT",JAWA BARAT,KARAWANG,JL. MITRA BARAT I BLOK F 11-12 KIM,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.377042959,107.308816,POINT (107.308816 -6.377042959)
4860,"INDO SHINWOO, PT",JAWA BARAT,KARAWANG,"JL. RAYA KARAWANG-CIKAMPEK KM 87,7  PURWASARI",15209,INDUSTRI ALAS KAKI LAINNYA,-6.391138633,107.4056799,POINT (107.4056799 -6.391138633)
4861,"INDO SPRAY PERKASA(ISP), PT",JAWA BARAT,KARAWANG,"JL. RAYA PANCAWATI KM 8,8",33159,"REPARASI ALAT ANGKUTAN LAINNYA, BUKAN KENDARAAN BERMOTOR",-6.377524186,107.3906726,POINT (107.3906726 -6.377524186)
4862,"INDOCITRA WIDHITAMA INDUSTRIES, PT",JAWA BARAT,KARAWANG,RUMAMBE II,27320,INDUSTRI KABEL LISTRIK DAN ELEKTRONIK LAINNYA,-6.3513245,107.3344682,POINT (107.3344682 -6.3513245)
4863,"INDOJAPAN WIRE PRODUCTS, PT",JAWA BARAT,KARAWANG,JL. MITRA RAYA IV BLOK K.3 KAWASAN INDUSTRI MITRA KARAWANG,20114,INDUSTRI KIMIA DASAR ANORGANIK LAINNYA,-6.388169929,107.307847,POINT (107.307847 -6.388169929)
4864,INDONESIA KOITO PT,JAWA BARAT,KARAWANG,SEKTOR IA BLOK P3 KAWASAN INDUSTRI INDOTAISEI,27401,"INDUSTRI BOLA LAMPU PIJAR, LAMPU PENERANGAN TERPUSAT DAN LAMPU ULTRA VIOLET",-6.414009686,107.4118508,POINT (107.4118508 -6.414009686)
4865,"INDONESIA KYOUEI SAIKYU, PT",JAWA BARAT,KARAWANG,JL. HARAPAN I LOT KK-2C KAWASAN INDUSTRI KIIC,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.362297094,107.3008075,POINT (107.3008075 -6.362297094)
4866,INDONESIA MOLD TECHNOLOGY,JAWA BARAT,KARAWANG,"KAWASAN INDUSTRI SURYA CIPTA, JL. SURYA KENCANA, KAV I-M2AB",28230,INDUSTRI MESIN METALURGI,-6.391682054,107.3276522,POINT (107.3276522 -6.391682054)
4867,"INDONESIA NIKKA CHEMICALS, PT",JAWA BARAT,KARAWANG,JL. MALIGI II LOT E3 KAWASAN INDUSTRI KIIC,20116,"INDUSTRI KIMIA DASAR ORGANIK UNTUK  BAHAN BAKU ZAT WARNA DAN PIGMEN, ZAT WARNA DAN PIGMEN",-6.361980233,107.2789067,POINT (107.2789067 -6.361980233)
4868,"INDONESIA NIPPON STEEL PIPE, PT",JAWA BARAT,KARAWANG,SECTOR 1 A BLOK C-1 KB 1 KAWASAN INDUSTRI INDOTAISEI,24205,INDUSTRI PIPA DAN SAMBUNGAN PIPA DARI LOGAM BUKAN BESI DAN BAJA,-6.421663708,107.4170311,POINT (107.4170311 -6.421663708)
4869,"INDONESIA THAI SUMMIT AUTO, PT",JAWA BARAT,KARAWANG,JL. PERMATA RAYA LOT FF.5,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.359706487,107.3001942,POINT (107.3001942 -6.359706487)
4870,"INDOTECH METAL NUSANTARA, PT",JAWA BARAT,KARAWANG,JL. MALIGI II LOT.  C-7 KIIC,26110,INDUSTRI TABUNG ELEKTRON DAN KONEKTOR ELEKTRONIK,-6.363453953,107.2778899,POINT (107.2778899 -6.363453953)
4871,"INNI PIONEER FOOD INDUSTRY, PT",JAWA BARAT,KARAWANG,GINTUNG KERTA,10291,INDUSTRI PENGGARAMAN/PENGERINGAN BIOTA AIR LAINNYA,-6.363558736,107.344338,POINT (107.344338 -6.363558736)
4872,INOAC POLYTECHNO INDONESIA P,JAWA BARAT,KARAWANG,WANASARI,22123,INDUSTRI KARET REMAH (CRUMB RUBBER),-6.358937297,107.2397116,POINT (107.2397116 -6.358937297)
4873,"INTERNA KAWAN SETIA, PT",JAWA BARAT,KARAWANG,DUSUN III,16299,"INDUSTRI BARANG DARI KAYU, ROTAN, GABUS LAINNYA YTDL",-6.387266258,107.406972,POINT (107.406972 -6.387266258)
4874,"INTI POLYMETAL, PT",JAWA BARAT,KARAWANG,JL. MALIGI RAYA LOT Q-2B . KIIC,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.378453405,107.274064,POINT (107.274064 -6.378453405)
4875,"ISUZU ASTRA MOTOR INDONESIA, PT",JAWA BARAT,KARAWANG,JL. SURYA UTAMA KAV. I 65 DEU KAWASAN SURYA CIPTA,29101,INDUSTRI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.423146183,107.3550596,POINT (107.3550596 -6.423146183)
4876,"ITOKIN INDONESIA, PT",JAWA BARAT,KARAWANG,KAWASAN INDUSTRI MITRA KARAWANG JL. MITRA RAYA II BLOK E2,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.374127568,107.3152238,POINT (107.3152238 -6.374127568)
4877,"IWATANI INDUSTRIAL GAS INDONESIA, PT",JAWA BARAT,KARAWANG,LOT A-12 KAWASAN INDUSTRI KIIC,20112,INDUSTRI KIMIA DASAR ANORGANIK GAS INDUSTRI,-6.3573715,107.2776279,POINT (107.2776279 -6.3573715)
4878,"JIBUHIN BAKRI INDONESIA, PT",JAWA BARAT,KARAWANG,JL. MALIGI II LOT C 7 D KAWASAN INDUSTRI KIIC,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.362286268,107.2761093,POINT (107.2761093 -6.362286268)
4879,JIDOSHA BUHIN INDONESIA,JAWA BARAT,KARAWANG,JL. MALIGI II LOT C-7D KAWASAN INDUSTRI KIIC,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.362277235,107.2761128,POINT (107.2761128 -6.362277235)
4880,JVC ELECTRONICS INDONESIA PT,JAWA BARAT,KARAWANG,JL. SURYA LESTARI KAV I-16 B,26490,INDUSTRI PERALATAN AUDIO DAN VIDEO ELEKTRONIK LAINNYA,-6.382912833,107.3315926,POINT (107.3315926 -6.382912833)
4881,KADI INDONESIA MANUFAKTUR,JAWA BARAT,KARAWANG,JL. RAYA KOSAMBI CURUG KM.4,19291,INDUSTRI PRODUK DARI HASIL KILANG MINYAK BUMI,-6.404810897,107.3772396,POINT (107.3772396 -6.404810897)
4882,"KADOTA TEXTILE INDUSTRIES, PT",JAWA BARAT,KARAWANG,DUSUN WALAHAR I,13133,INDUSTRI PENCETAKAN KAIN,-6.374489479,107.3634952,POINT (107.3634952 -6.374489479)
4883,KALBE MORINAGA INDONESIA PT,JAWA BARAT,KARAWANG,SEKTOR 1A BLOK Q1 KAWASAN INDUSTRI INDOTAISEI,10520,INDUSTRI PENGOLAHAN SUSU BUBUK DAN SUSU KENTAL,-6.417848191,107.4106011,POINT (107.4106011 -6.417848191)
4884,"KANETA INDONESIA, PT",JAWA BARAT,KARAWANG,JL. MALIGI III LOT L-2B KIIC,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.368922895,107.2770559,POINT (107.2770559 -6.368922895)
4885,"KAO INDONESIA CHEMICAL, PT",JAWA BARAT,KARAWANG,JL. HARAPAN RAYA LOT LL 3B KIIC,20231,INDUSTRI SABUN DAN BAHAN PEMBERSIH KEPERLUAN RUMAH TANGGA,-6.379817332,107.2936698,POINT (107.2936698 -6.379817332)
4886,"KAO INDONESIA, PT",JAWA BARAT,KARAWANG,JL. HARAPAN VI LOT LL 3A KIIC,20231,INDUSTRI SABUN DAN BAHAN PEMBERSIH KEPERLUAN RUMAH TANGGA,-6.37771,107.29381,POINT (107.29381 -6.37771)
4887,"KAPAL API/SANTOS JAYA, PT",JAWA BARAT,KARAWANG,KAWASAN SURYA CIPTA,10761,INDUSTRI PENGOLAHAN KOPI,-6.394940631,107.3311341,POINT (107.3311341 -6.394940631)
4888,"KARY INDOMAS ELOK, PT",JAWA BARAT,KARAWANG,JL. MITRA SELATAN II KAV.89 / KAWASAN INDUSTRI MITRAKARAWANG,13911,INDUSTRI KAIN RAJUTAN,-6.380411779,107.3096359,POINT (107.3096359 -6.380411779)
4889,"KASAI TECK SEE INDONESIA, PT",JAWA BARAT,KARAWANG,"KIIC, JL. MALIGI II LOT C-4B",29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.359609984,107.2794739,POINT (107.2794739 -6.359609984)
4890,"KAWAI INDONESIA, PT",JAWA BARAT,KARAWANG,JL. MALIGI RAYA LOT J-4A KIIC,32202,INDUSTRI ALAT MUSIK BUKAN TRADISIONAL,-6.369428412,107.2726541,POINT (107.2726541 -6.369428412)
4891,KAWAI KASEI INDONESIA,JAWA BARAT,KARAWANG,JL. PERMATA V LOT EE-6 KAWASAN INDUSTRI KIIC TELUKJAMBE KARAWANG,22293,INDUSTRI BARANG DAN PERALATAN TEKNIK/INDUSTRI DARI PLASTIK,-6.352892184,107.3014864,POINT (107.3014864 -6.352892184)
4892,"KAWAMURA INDAH, PT",JAWA BARAT,KARAWANG,KAWASAN INDUSTRI KIIC LOT E-44.TOL JAKARTA-CIKAMPEK,30990,INDUSTRI ALAT ANGKUTAN LAINNYA YTDL,-6.362522315,107.2780994,POINT (107.2780994 -6.362522315)
4893,"KAYAFIT METAL INDUSTRI, PT",JAWA BARAT,KARAWANG,"JL. RAYA CIKAMPEK-KARAWANG KM 86,5",25992,INDUSTRI PERALATAN DAPUR DAN PERALATAN MEJA DARI LOGAM,-6.379216288,107.3924693,POINT (107.3924693 -6.379216288)
4894,"KCF INDONESIA, PT",JAWA BARAT,KARAWANG,JL. HARAPAN VII LOT LL-5 KIIC,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.381860205,107.289781,POINT (107.289781 -6.381860205)
4895,"KD HEAT TECHNOLOGY INDONESIA, PT",JAWA BARAT,KARAWANG,JL. SURYA NUSA I KAV-B 19-B22 CIAMPEL KARAWANG,23990,INDUSTRI BARANG GALIAN BUKAN LOGAM LAINNYA YTDL,-6.389340103,107.3301601,POINT (107.3301601 -6.389340103)
4896,KECAP CAP KONCI,JAWA BARAT,KARAWANG,JL. TUPAREV NO.134,10771,INDUSTRI KECAP,-6.351852745,107.3448645,POINT (107.3448645 -6.351852745)
4897,KERUPUK UDANG PUTRA JAYA,JAWA BARAT,KARAWANG,JL. KALIMATI NO.503,10794,"INDUSTRI KERUPUK, KERIPIK, PEYEK DAN SEJENISNYA",-6.286281152,107.3315329,POINT (107.3315329 -6.286281152)
4898,"MERAK JAYA BETON, PT",JAWA BARAT,KARAWANG,JL. INTERCHANGE DUSUN PURBASARI,23957,INDUSTRI MORTAR ATAU BETON SIAP PAKAI,-6.402665174,107.4422089,POINT (107.4422089 -6.402665174)
4899,KIYOKUNI HIGH PRECISION AUTOMOTIVE IND,JAWA BARAT,KARAWANG,JL. SURYA LESTARI KAV I-23,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.388395678,107.3321775,POINT (107.3321775 -6.388395678)
4900,"KIYORAKU BLOW MOLDING IND, PT",JAWA BARAT,KARAWANG,JL. MALIGI  III LAT F-9,22299,INDUSTRI BARANG PLASTIK LAINNYA YTDL,-6.365293704,107.2689808,POINT (107.2689808 -6.365293704)
4901,KNAUF GYPSUM INDONESIA PT,JAWA BARAT,KARAWANG,JL. JEND. AHMAD YANI NO.84 BAWUAN TENGAH CIKAMPEK,17099,INDUSTRI BARANG DARI KERTAS DAN PAPAN KERTAS LAINNYA YTDL,-6.400778273,107.4404378,POINT (107.4404378 -6.400778273)
4902,"KOHWA PRECISION INDONESIA, PT",JAWA BARAT,KARAWANG,JL. MALIGI VIII LOT S-2N++ KAWASAN INDUSTRI KIIC,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.378877151,107.2690626,POINT (107.2690626 -6.378877151)
4903,"KOMATSU KOGYO INDONESIA, PT",JAWA BARAT,KARAWANG,"JL. MALIGI VI BLOK M 8-A,KIIC",29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.37333271,107.2765276,POINT (107.2765276 -6.37333271)
4904,"KOYAMA CASTING INDONESIA, PT",JAWA BARAT,KARAWANG,SECTOR 1-A BLOK K-8 KAWASAN INDUSTRI INDOTAISEI,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.4103607,107.4077422,POINT (107.4077422 -6.4103607)
4905,"KOYAMA INDONESIA, PT",JAWA BARAT,KARAWANG,JL. PERMATA RAYA LOT B-GA KAWASAN INDUSTRI KIIC,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.375118984,107.2748721,POINT (107.2748721 -6.375118984)
4906,KOYO MARKETING AND PROCCESING INDONESIA,JAWA BARAT,KARAWANG,KAWASAN INDUSTRI MITRA KARAWANG JL. MITRA RAYA II BLOK E4,25920,JASA INDUSTRI UNTUK BERBAGAI PENGERJAAN KHUSUS LOGAM DAN BARANG DARI LOGAM,-6.375791136,107.3143325,POINT (107.3143325 -6.375791136)
4907,"KUJANG PLANT SERVICE, PT",JAWA BARAT,KARAWANG,JL. JEND. AHMAD YANI - CIKAMPEK,25120,"INDUSTRI TANGKI, TANDON AIR DAN WADAH DARI LOGAM",-6.412553765,107.4295867,POINT (107.4295867 -6.412553765)
4908,KYDO INDONESIA,JAWA BARAT,KARAWANG,KAWASAN INDUSTRI MITRA KARAWANG JL. MITRA TIMUR II BLOK D21,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.382431258,107.3152381,POINT (107.3152381 -6.382431258)
4909,KYORAKU BLOWMOLDING INDONESIA,JAWA BARAT,KARAWANG,"JL. MALIGI III LOT F-9, KAWASAN INDUSTRI KIIC",22293,INDUSTRI BARANG DAN PERALATAN TEKNIK/INDUSTRI DARI PLASTIK,-6.382428593,107.3152321,POINT (107.3152321 -6.382428593)
4910,"KYORAKU KANTO MOULD INDONESIA, PT",JAWA BARAT,KARAWANG,JL. MALIGI VI LOT L-1 KAWASAN INDUSTRI KIIC,28221,INDUSTRI MESIN DAN PERKAKAS MESIN UNTUK PENGERJAAN LOGAM,-6.366656225,107.276328,POINT (107.276328 -6.366656225)
4911,KYOWA SANGYO INDONESIA INTERNATIONAL,JAWA BARAT,KARAWANG,KAWASAN INDUSTRI MITRA KARAWANG JL. MITRA RAYA II BLOK E1,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.374138832,107.3158012,POINT (107.3158012 -6.374138832)
4912,"KYUNG DONG INDONESIA (KYDO), PT",JAWA BARAT,KARAWANG,KAWASAN MITRA 2,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.382435313,107.3152351,POINT (107.3152351 -6.382435313)
4913,"LANCAR SENTOSA, PT",JAWA BARAT,KARAWANG,JL. POJ. CURUG-KOSAMBI NO.88 /. KOSAMBI-CURUG NO. 88 DUREN,20221,INDUSTRI CAT DAN TINTA CETAK,-6.377442766,107.3725256,POINT (107.3725256 -6.377442766)
4914,"LIMA TEKNO INDONESIA, PT",JAWA BARAT,KARAWANG,KAWASAN SURYA CIPTA KAV I-15B,23129,INDUSTRI BARANG LAINNYA DARI KACA,-6.386874415,107.331028,POINT (107.331028 -6.386874415)
4915,"LYUS JAYA SENTOSA, PT",JAWA BARAT,KARAWANG,KP. WANASEPI,10794,"INDUSTRI KERUPUK, KERIPIK, PEYEK DAN SEJENISNYA",-6.235253225,107.2739333,POINT (107.2739333 -6.235253225)
4916,"M CLASS INDUSTRY, PT",JAWA BARAT,KARAWANG,JL. RAYA KOSAMBI-CURUG,23922,INDUSTRI GENTENG DARI TANAH LIAT/KERAMIK,-6.378291086,107.3681478,POINT (107.3681478 -6.378291086)
4917,"MABUCHI INDONESIA, PT",JAWA BARAT,KARAWANG,JL. MALIGI VI LOT Q 4A & 4B,24101,INDUSTRI BESI DAN BAJA DASAR (IRON AND STEEL MAKING),-6.375018447,107.2765146,POINT (107.2765146 -6.375018447)
4918,MAHSING INDONESIA PT,JAWA BARAT,KARAWANG,JL. MITRA TIMUR II PLOT D 8 KAWASAN INDUSTRI MITRA,22293,INDUSTRI BARANG DAN PERALATAN TEKNIK/INDUSTRI DARI PLASTIK,-6.277448441,107.1383838,POINT (107.1383838 -6.277448441)
4919,"MANDIRI SEJAHTERA, CV (GARMENT DENOK)",JAWA BARAT,KARAWANG,JL. JEND. SUDIRMAN KP BAKAN MAJA,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.409563824,107.4801157,POINT (107.4801157 -6.409563824)
4920,"MARUGO RUBBER INDONESIA, PT",JAWA BARAT,KARAWANG,JL. HARAPAN VII LOT LL-6  KAWASAN KIIC,25920,JASA INDUSTRI UNTUK BERBAGAI PENGERJAAN KHUSUS LOGAM DAN BARANG DARI LOGAM,-6.38231165,107.288924,POINT (107.288924 -6.38231165)
4921,MARUICHI INDONESIA,JAWA BARAT,KARAWANG,JL. MALIGI RAYA LOT Q-2A KAWASAN INDUSTRI KIIC,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.37780027,107.2740446,POINT (107.2740446 -6.37780027)
4922,"MARUICHI INDONESIA, PT",JAWA BARAT,KARAWANG,"JL. MALIGI RAYA LOT Q-2A KAWASAN INDUSTRI KIIC KARAWANG, JAWA BARAT",29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.377798277,107.2740489,POINT (107.2740489 -6.377798277)
4923,"MATSUZAWA PELITA FURNITURE, PT",JAWA BARAT,KARAWANG,"KARAWANG INDUSTRIAL ESTATE, CIMAHI",31001,INDUSTRI FURNITUR DARI KAYU,-6.406571871,107.3821481,POINT (107.3821481 -6.406571871)
