unit,plant,parent,url,sponsor,capacity_mw,status,region,country,subnational_unit,latitude,longitude,geopoint
Unit 08,Perawang Mill Power Station,Sinar Mas Group,https://www.gem.wiki/Perawang_Mill_power_station,,90,Operating,Asia,Indonesia,Riau,0.68932,101.61907,"0.68932, 101.61907"
Unit 09,Perawang Mill Power Station,Sinar Mas Group,https://www.gem.wiki/Perawang_Mill_power_station,,150,Operating,Asia,Indonesia,Riau,0.68932,101.61907,"0.68932, 101.61907"
Unit 2,Pln Paiton Power Station,Pt Pln (Persero),https://www.gem.wiki/PLN_Paiton_power_station,,400,Operating,Asia,Indonesia,East Java,-7.7147,113.58502,"-7.7147, 113.58502"
"Phase Ii, Unit 3",Pt Halmahera Persada Lygend Nickel Smelter Power Station,Harita Group [63.1%]; Ningbo Lygend [36.9%],https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station,,150,Operating,Asia,Indonesia,Maluku,-1.56143,127.42103,"-1.56143, 127.42103"
"Phase I, Unit 1",Pt Halmahera Persada Lygend Nickel Smelter Power Station,Harita Group [63.1%]; Ningbo Lygend [36.9%],https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station,,30,Operating,Asia,Indonesia,Maluku,-1.53615,127.41602,"-1.53615, 127.41602"
"Phase I, Unit 2",Pt Halmahera Persada Lygend Nickel Smelter Power Station,Harita Group [63.1%]; Ningbo Lygend [36.9%],https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station,,30,Operating,Asia,Indonesia,Maluku,-1.53615,127.41602,"-1.53615, 127.41602"
"Phase Iii, Unit 5",Pt Halmahera Persada Lygend Nickel Smelter Power Station,Harita Group [63.1%]; Ningbo Lygend [36.9%],https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station,,380,Pre-Permit,Asia,Indonesia,Maluku,-1.56143,127.42103,"-1.56143, 127.42103"
"Phase Iii, Unit 6",Pt Halmahera Persada Lygend Nickel Smelter Power Station,Harita Group [63.1%]; Ningbo Lygend [36.9%],https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station,,380,Pre-Permit,Asia,Indonesia,Maluku,-1.56143,127.42103,"-1.56143, 127.42103"
"Phase I, Unit 3",Pt Halmahera Persada Lygend Nickel Smelter Power Station,Harita Group [63.1%]; Ningbo Lygend [36.9%],https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station,,60,Construction,Asia,Indonesia,Maluku,-1.53615,127.41602,"-1.53615, 127.41602"
"Phase I, Unit 2",Punagaya Power Station,Bosawa Corp,https://www.gem.wiki/Punagaya_power_station,,125,Operating,Asia,Indonesia,South Sulawesi,-5.61788,119.55119,"-5.61788, 119.55119"
"Phase Ii, Unit 3",Punagaya Power Station,Bosawa Corp,https://www.gem.wiki/Punagaya_power_station,,135,Operating,Asia,Indonesia,South Sulawesi,-5.61788,119.55119,"-5.61788, 119.55119"
"Phase Ii, Unit 4",Punagaya Power Station,Bosawa Corp,https://www.gem.wiki/Punagaya_power_station,,135,Operating,Asia,Indonesia,South Sulawesi,-5.61788,119.55119,"-5.61788, 119.55119"
Unit 2,Qingdao Zhongsheng Captive Power Station,Qingdao Urban Construction Investment (Group) Co Ltd; Qingdao Xiyuan Holdings Co Ltd; Shandong Taishan Steel Group Co Ltd,https://www.gem.wiki/Qingdao_Zhongsheng_captive_power_station,,65,Operating,Asia,Indonesia,Central Sulawesi,-3.04035,122.26156,"-3.04035, 122.26156"
Unit 3,Qingdao Zhongsheng Captive Power Station,Qingdao Urban Construction Investment (Group) Co Ltd; Qingdao Xiyuan Holdings Co Ltd; Shandong Taishan Steel Group Co Ltd,https://www.gem.wiki/Qingdao_Zhongsheng_captive_power_station,,65,Cancelled,Asia,Indonesia,Central Sulawesi,-3.04035,122.26156,"-3.04035, 122.26156"
Unit 6,Qingdao Zhongsheng Captive Power Station,Qingdao Urban Construction Investment (Group) Co Ltd; Qingdao Xiyuan Holdings Co Ltd; Shandong Taishan Steel Group Co Ltd,https://www.gem.wiki/Qingdao_Zhongsheng_captive_power_station,,65,Cancelled,Asia,Indonesia,Central Sulawesi,-3.04035,122.26156,"-3.04035, 122.26156"
Unit 1,Riau Kemitraan Power Station,Pt Bukit Asam Tbk; Pt Pln (Persero),https://www.gem.wiki/Riau_Kemitraan_power_station,,600,Cancelled,Asia,Indonesia,Riau,-0.52622,101.969,"-0.52622, 101.969"
Unit 1,Riau-1 Power Station,Pt Pln (Persero); Pt Samantaka Batubara,https://www.gem.wiki/Riau-1_power_station,,300,Shelved,Asia,Indonesia,Riau,-0.35,102.53306,"-0.35, 102.53306"
Unit 2,Riau-1 Power Station,Pt Pln (Persero); Pt Samantaka Batubara,https://www.gem.wiki/Riau-1_power_station,,300,Shelved,Asia,Indonesia,Riau,-0.35,102.53306,"-0.35, 102.53306"
Unit 1,Shenhua Guohua Power Station,China Energy Investment Corp [70.0%]; Energi Musi Makmur [30.0%],https://www.gem.wiki/Shenhua_Guohua_power_station,,150,Operating,Asia,Indonesia,South Sumatra,-3.40138,104.11863,"-3.40138, 104.11863"
Unit 1,Sinar Mas Jambi Lontar Power Station,Sinar Mas Group,https://www.gem.wiki/Sinar_Mas_Jambi_Lontar_power_station,,37,Operating,Asia,Indonesia,Jambi,-1.0069,103.0821,"-1.0069, 103.0821"
Unit 4,Sinar Mas Jambi Lontar Power Station,Sinar Mas Group,https://www.gem.wiki/Sinar_Mas_Jambi_Lontar_power_station,,100,Operating,Asia,Indonesia,Jambi,-1.0069,103.0821,"-1.0069, 103.0821"
Unit 1,Sinar Mas Oki Paper Mill Power Station,Sinar Mas Group,https://www.gem.wiki/Sinar_Mas_OKI_Paper_Mill_power_station,,125,Cancelled,Asia,Indonesia,South Sumatra,-2.758,105.434,"-2.758, 105.434"
Unit 3,Sinar Mas Oki Paper Mill Power Station,Sinar Mas Group,https://www.gem.wiki/Sinar_Mas_OKI_Paper_Mill_power_station,,125,Cancelled,Asia,Indonesia,South Sumatra,-2.758,105.434,"-2.758, 105.434"
Unit 4,Sulawesi Labota Power Station,Indonesia Wanjia Ferro Nickel Co Ltd,https://www.gem.wiki/Sulawesi_Labota_power_station,,380,Operating,Asia,Indonesia,Central Sulawesi,-2.86899,122.17188,"-2.86899, 122.17188"
Unit 8,Sulawesi Labota Power Station,Sulawesi Mining Investment,https://www.gem.wiki/Sulawesi_Labota_power_station,,380,Construction,Asia,Indonesia,Central Sulawesi,-2.86883,122.16928,"-2.86883, 122.16928"
Unit 9,Sulawesi Labota Power Station,Sulawesi Mining Investment,https://www.gem.wiki/Sulawesi_Labota_power_station,,380,Construction,Asia,Indonesia,Central Sulawesi,-2.86883,122.16928,"-2.86883, 122.16928"
"Phase Ii, Unit 2",Sulawesi Mining Power Station,Guangdong Guangxin Holdings Group,https://www.gem.wiki/Sulawesi_Mining_power_station,,150,Operating,Asia,Indonesia,Central Sulawesi,-2.82738,122.15527,"-2.82738, 122.15527"
Unit 9,Sulawesi Mining Power Station,Eternal Tsingshan Group,https://www.gem.wiki/Sulawesi_Mining_power_station,,250,Operating,Asia,Indonesia,Central Sulawesi,-2.82738,122.15527,"-2.82738, 122.15527"
Unit 2,Sumbawa-2 Power Station,To Be Determined,https://www.gem.wiki/Sumbawa-2_power_station,,50,Cancelled,Asia,Indonesia,Empang,-8.74798,117.95765,"-8.74798, 117.95765"
Unit 1,Sumsel-1 Power Station,China Shenhua Energy Co Ltd; Lion Power,https://www.gem.wiki/Sumsel-1_power_station,,300,Construction,Asia,Indonesia,South Sumatra,-3.47667,103.99917,"-3.47667, 103.99917"
Unit 1,Sumsel-7 Power Station,Madhucon Projects Ltd,https://www.gem.wiki/Sumsel-7_power_station,,150,Cancelled,Asia,Indonesia,South Sumatra,-2.604,103.914,"-2.604, 103.914"
Unit 1,Sumut-1 Power Station,Oceanwide Holdings Co Ltd [60.0%]; Pt Garda Sayap Garuda [20.0%]; Power Construction Corporation Of China Ltd [20.0%],https://www.gem.wiki/Sumut-1_power_station,,150,Construction,Asia,Indonesia,North Sumatra,3.78025,98.63694,"3.78025, 98.63694"
Unit 1,Takalar Power Station,Pt Pln (Persero),https://www.gem.wiki/Takalar_power_station,,100,Operating,Asia,Indonesia,South Sulawesi,-5.62363,119.55082,"-5.62363, 119.55082"
Unit 4,Tarahan Power Station,Pt Pln (Persero),https://www.gem.wiki/Tarahan_power_station,,100,Operating,Asia,Indonesia,Lampung,-5.52121,105.35348,"-5.52121, 105.35348"
Unit 2,Teluk Sirih Power Station,Pt Pln (Persero),https://www.gem.wiki/Teluk_Sirih_power_station,,112,Operating,Asia,Indonesia,West Sumatra,-1.07655,100.3724,"-1.07655, 100.3724"
Unit 2,Timah South Sumatra Power Station,Pt Timah Tbk,https://www.gem.wiki/Timah_South_Sumatra_power_station,,150,Cancelled,Asia,Indonesia,South Sumatra,-3.53948,103.75484,"-3.53948, 103.75484"
Unit 2,Timor-1 Power Station,Pt Pln (Persero),https://www.gem.wiki/Timor-1_power_station,,50,Construction,Asia,Indonesia,East Nusa Tenggara,-10.35196,123.45988,"-10.35196, 123.45988"
"Phase V, Unit 1",Tonasa Cement Plant Power Station,Pt Semen Indonesia,https://www.gem.wiki/Tonasa_Cement_Plant_power_station,,35,Operating,Asia,Indonesia,South Sulawesi,-4.81671,119.50168,"-4.81671, 119.50168"
Unit 2,Wanxiang Nickel Indonesia Power Station,Pt Wanxiang Steel Indonesia,https://www.gem.wiki/Wanxiang_Nickel_Indonesia_power_station,,65,Operating,Asia,Indonesia,Central Sulawesi,-2.73095,122.03062,"-2.73095, 122.03062"
Unit 1,Weda Bay Power Station,Tsingshan Holding Group Co Ltd,https://www.gem.wiki/Weda_Bay_power_station,,250,Operating,Asia,Indonesia,North Maluku,0.47889,127.98421,"0.47889, 127.98421"
Unit 3,Weda Bay Power Station,Tsingshan Holding Group Co Ltd,https://www.gem.wiki/Weda_Bay_power_station,,250,Operating,Asia,Indonesia,North Maluku,0.47889,127.98421,"0.47889, 127.98421"
Unit 7,Weda Bay Power Station,Tsingshan Holding Group Co Ltd; Walsin Lihwa,https://www.gem.wiki/Weda_Bay_power_station,,380,Construction,Asia,Indonesia,North Maluku,0.47889,127.98421,"0.47889, 127.98421"
Unit 3,Xinxing Ductile Iron Pipes Power Station,Xinxing Qiyun Investment Holdings Co Ltd [40.0%]; Pt Trimegah Bangun Persada [30.0%]; Harita Group [20.0%]; Pt Gane Permai Sentosa [10.0%],https://www.gem.wiki/Xinxing_Ductile_Iron_Pipes_power_station,,38,Operating,Asia,Indonesia,Maluku,-1.53051,127.41898,"-1.53051, 127.41898"
Unit 6,Amman Mineral Power Station,Amman Mineral Nusa Tenggara,https://www.gem.wiki/Amman_Mineral_power_station,,150,Cancelled,Asia,Indonesia,West Nusa Tenggara,-8.90121,116.7393,"-8.90121, 116.7393"
Unit 1,Amurang-2 Power Station,Pt Pln (Persero),https://www.gem.wiki/Amurang-2_power_station,,30,Operating,Asia,Indonesia,North Sulawesi,1.1825,124.48056,"1.1825, 124.48056"
Unit 2,Amurang-2 Power Station,Pt Pln (Persero),https://www.gem.wiki/Amurang-2_power_station,,30,Operating,Asia,Indonesia,North Sulawesi,1.1825,124.48056,"1.1825, 124.48056"
Unit 5,Asam-Asam Power Station,Banjarmasin-B Project,https://www.gem.wiki/Asam-Asam_power_station,,100,Construction,Asia,Indonesia,South Kalimantan,-3.92653,115.10581,"-3.92653, 115.10581"
Unit 6,Asam-Asam Power Station,Banjarmasin-B Project,https://www.gem.wiki/Asam-Asam_power_station,,100,Construction,Asia,Indonesia,South Kalimantan,-3.92653,115.10581,"-3.92653, 115.10581"
Unit 1,Asam-Asam Power Station,Pt Pln (Persero),https://www.gem.wiki/Asam-Asam_power_station,,65,Operating,Asia,Indonesia,South Kalimantan,-3.92653,115.10581,"-3.92653, 115.10581"
Unit 2,Asam-Asam Power Station,Pt Pln (Persero),https://www.gem.wiki/Asam-Asam_power_station,,65,Operating,Asia,Indonesia,South Kalimantan,-3.92653,115.10581,"-3.92653, 115.10581"
Phase I,Astratel Power Station,Astra International,https://www.gem.wiki/Astratel_power_station,,100,Cancelled,Asia,Indonesia,Kalimantan,-2.75,103.83333,"-2.75, 103.83333"
Unit 2,Bakrie Sangatta Power Station,Bakrie Group,https://www.gem.wiki/Bakrie_Sangatta_power_station,,100,Cancelled,Asia,Indonesia,East Kalimantan,0.605,117.481,"0.605, 117.481"
Unit 3,Bangko Tengah Power Station,China Huadian Group Corp [55.0%]; Pt Bukit Asam Tbk [45.0%],https://www.gem.wiki/Bangko_Tengah_power_station,,660,Cancelled,Asia,Indonesia,South Sumatra,-3.734,103.759,"-3.734, 103.759"
Unit 2,Banjarsari Power Station,Pt Bukit Asam Tbk [59.8%]; Pt Pln (Persero) [37.2%],https://www.gem.wiki/Banjarsari_power_station,,110,Operating,Asia,Indonesia,South Sumatra,-3.72507,103.69039,"-3.72507, 103.69039"
Unit 2,Banten Bse Power Station,Btn Power; Pt Biidznillah Tambang Nusantara,https://www.gem.wiki/Banten_BSE_power_station,,300,Cancelled,Asia,Indonesia,Banten,-6.48576,106.03813,"-6.48576, 106.03813"
Unit 2,Banten Labuan Power Station,Pt Pln (Persero),https://www.gem.wiki/Banten_Labuan_power_station,,300,Operating,Asia,Indonesia,Banten,-6.39218,105.82778,"-6.39218, 105.82778"
Unit 1,Banten Serang Power Station,Genting Group,https://www.gem.wiki/Banten_Serang_power_station,,660,Operating,Asia,Indonesia,Banten,-5.88297,106.04593,"-5.88297, 106.04593"
Unit 08,Banten Suralaya Power Station,Pt Pln (Persero),https://www.gem.wiki/Banten_Suralaya_power_station,,625,Operating,Asia,Indonesia,Banten,-5.88922,106.0336,"-5.88922, 106.0336"
"Phase I, Unit 1",Banten Suralaya Power Station,Pt Pln (Persero),https://www.gem.wiki/Banten_Suralaya_power_station,,400,Operating,Asia,Indonesia,Banten,-5.89191,106.03023,"-5.89191, 106.03023"
Unit 1,Batu Hijau Power Station,Newmont Corp,https://www.gem.wiki/Batu_Hijau_power_station,,31,Operating,Asia,Indonesia,West Nusa Tenggara,-8.90117,116.73821,"-8.90117, 116.73821"
Unit 3,Batu Hijau Power Station,Newmont Corp,https://www.gem.wiki/Batu_Hijau_power_station,,31,Operating,Asia,Indonesia,West Nusa Tenggara,-8.90117,116.73821,"-8.90117, 116.73821"
Unit 2,Bengkulu Power Station,Power Construction Corporation Of China Ltd [70.0%]; Pt Intraco Penta [30.0%],https://www.gem.wiki/Bengkulu_power_station,,100,Operating,Asia,Indonesia,Bengkulu,-3.91235,102.27038,"-3.91235, 102.27038"
Unit 4,Bukit Asam Muara Enim Power Station,Pt Pln (Persero),https://www.gem.wiki/Bukit_Asam_Muara_Enim_power_station,,65,Operating,Asia,Indonesia,South Sumatra,-3.73213,103.79753,"-3.73213, 103.79753"
Unit 1,Bumi Sangatta Power Station,Pt Bumi Resources,https://www.gem.wiki/BUMI_Sangatta_power_station,,200,Shelved,Asia,Indonesia,East Kalimantan,0.605,117.481,"0.605, 117.481"
Unit 2,Celukan Bawang Power Station,Pt General Energy Indonesia; Pt Merryline International,https://www.gem.wiki/Celukan_Bawang_power_station,,142,Operating,Asia,Indonesia,Bali,-8.19629,114.85157,"-8.19629, 114.85157"
Unit 5,Celukan Bawang Power Station,Pt General Energy Indonesia; Pt Merryline International,https://www.gem.wiki/Celukan_Bawang_power_station,,330,Cancelled,Asia,Indonesia,Bali,-8.19629,114.85157,"-8.19629, 114.85157"
,Cemindo Gemilang Power Station,Pt Cemindo Gemilang,https://www.gem.wiki/Cemindo_Gemilang_power_station,,60,Operating,Asia,Indonesia,Banten,-6.95081,106.25016,"-6.95081, 106.25016"
Unit 1,Cilacap Power Station,Pt Jawa Energy,https://www.gem.wiki/Cilacap_power_station,,1000,Cancelled,Asia,Indonesia,Central Java,-7.684,109.131,"-7.684, 109.131"
"Phase Ii, Unit 3",Cilacap Sumber Power Station,Pt Sumber Segara Primadaya,https://www.gem.wiki/Cilacap_Sumber_power_station,,660,Operating,Asia,Indonesia,Central Java,-7.68324,109.09638,"-7.68324, 109.09638"
Unit 7,Delong Nickel Phase I Power Station,Jiangsu Delong Nickel Industry Co,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station,,125,Operating,Asia,Indonesia,South Sulawesi,-3.90754,122.41926,"-3.90754, 122.41926"
Unit 8,Delong Nickel Phase I Power Station,Jiangsu Delong Nickel Industry Co,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station,,125,Operating,Asia,Indonesia,South Sulawesi,-3.90754,122.41926,"-3.90754, 122.41926"
Unit 01,Delong Nickel Phase Ii Power Station,Xiamen Xiangyu Group [51.0%]; Jiangsu Delong Nickel Industry Co [49.0%],https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,,135,Operating,Asia,Indonesia,Southeast Sulawesi,-3.82791,122.46827,"-3.82791, 122.46827"
Unit 05,Delong Nickel Phase Ii Power Station,Xiamen Xiangyu Group [51.0%]; Jiangsu Delong Nickel Industry Co [49.0%],https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,,135,Operating,Asia,Indonesia,Southeast Sulawesi,-3.82828,122.46623,"-3.82828, 122.46623"
Unit 08,Delong Nickel Phase Ii Power Station,Xiamen Xiangyu Group [51.0%]; Jiangsu Delong Nickel Industry Co [49.0%],https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,,135,Operating,Asia,Indonesia,Southeast Sulawesi,-3.82828,122.46623,"-3.82828, 122.46623"
Unit 02,Delong Nickel Phase Iii Power Station,Jiangsu Delong Nickel Industry Co,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station,,135,Construction,Asia,Indonesia,Central Sulawesi,-2.00469,121.43807,"-2.00469, 121.43807"
Unit 03,Delong Nickel Phase Iii Power Station,Jiangsu Delong Nickel Industry Co,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station,,135,Construction,Asia,Indonesia,Central Sulawesi,-2.00469,121.43807,"-2.00469, 121.43807"
Unit 10,Delong Nickel Phase Iii Power Station,Jiangsu Delong Nickel Industry Co,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station,,300,Construction,Asia,Indonesia,Central Sulawesi,-2.01427,121.42969,"-2.01427, 121.42969"
Unit 12,Delong Nickel Phase Iii Power Station,Jiangsu Delong Nickel Industry Co,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station,,300,Construction,Asia,Indonesia,Central Sulawesi,-2.01427,121.42969,"-2.01427, 121.42969"
Unit 3,Embalut Power Station,Jawa Pos Group,https://www.gem.wiki/Embalut_power_station,,60,Operating,Asia,Indonesia,East Kalimantan,-0.3731,117.06246,"-0.3731, 117.06246"
Unit 1,Gresik Akr Power Station,Akr Corp,https://www.gem.wiki/Gresik_AKR_power_station,,330,Cancelled,Asia,Indonesia,East Java,-7.159,112.642,"-7.159, 112.642"
Unit 1,Indramayu Power Station,Pt Pln (Persero),https://www.gem.wiki/Indramayu_power_station,,330,Operating,Asia,Indonesia,West Java,-6.27474,107.97043,"-6.27474, 107.97043"
Unit 3,Indramayu Power Station,Pt Pln (Persero),https://www.gem.wiki/Indramayu_power_station,,330,Operating,Asia,Indonesia,West Java,-6.27474,107.97043,"-6.27474, 107.97043"
Unit 5,Indramayu Power Station,Pt Pln (Persero),https://www.gem.wiki/Indramayu_power_station,,1000,Cancelled,Asia,Indonesia,West Java,-6.27474,107.97043,"-6.27474, 107.97043"
Unit 2,Jambi-2 Power Station,China Huadian Group Corp [80.0%]; Nusantara Energy Ltd [15.0%]; Pt Pembangunan Perumahan [5.0%],https://www.gem.wiki/Jambi-2_power_station,,350,Shelved,Asia,Indonesia,Jambi,-1.92842,103.18994,"-1.92842, 103.18994"
Unit 1,Jawa-12 Power Station,To Be Determined,https://www.gem.wiki/Jawa-12_power_station,,1000,Cancelled,Asia,Indonesia,Java,-7.26,110.66,"-7.26, 110.66"
Unit 1,Jawa-7 Power Station,China Shenhua Energy Co Ltd [70.0%]; Pt Pln (Persero) [30.0%],https://www.gem.wiki/Jawa-7_power_station,,991,Operating,Asia,Indonesia,Banten,-5.99169,106.1008,"-5.99169, 106.1008"
,Jayapura-3 Power Station,Pt Pln (Persero),https://www.gem.wiki/Jayapura-3_power_station,,50,Shelved,Asia,Indonesia,Papua,-2.60839,140.80748,"-2.60839, 140.80748"
Unit 1,Jinchuan Group Wp&Rka Power Station,Jinchuan Group,https://www.gem.wiki/Jinchuan_Group_WP%26RKA_power_station,,50,Operating,Asia,Indonesia,Maluku,-1.56606,127.41593,"-1.56606, 127.41593"
Unit 1,Kalbar-2 Power Station,To Be Determined,https://www.gem.wiki/Kalbar-2_power_station,,100,Cancelled,Asia,Indonesia,West Kalimantan,-0.27626,109.27959,"-0.27626, 109.27959"
Phase Ii,Kalbar-2 Power Station,To Be Determined,https://www.gem.wiki/Kalbar-2_power_station,,200,Cancelled,Asia,Indonesia,West Kalimantan,-0.67839,109.25354,"-0.67839, 109.25354"
Unit 1,Kalbar-3 Power Station,Pt Pln (Persero),https://www.gem.wiki/Kalbar-3_power_station,,100,Cancelled,Asia,Indonesia,West Kalimantan,0.34199,108.94031,"0.34199, 108.94031"
,Kalbar-4 Power Station,To Be Determined,https://www.gem.wiki/Kalbar-4_power_station,,200,Cancelled,Asia,Indonesia,Kalimantan,1.227,114.577,"1.227, 114.577"
Unit 2,Kalselteng-4 Power Station,Pt Barito Pacific Tbk,https://www.gem.wiki/Kalselteng-4_power_station,,100,Cancelled,Asia,Indonesia,Central Kalimantan,1.03413,108.9726,"1.03413, 108.9726"
Unit 2,Kaltim Teluk Balikpapan Power Station,Pt Pln (Persero),https://www.gem.wiki/Kaltim_Teluk_Balikpapan_power_station,,110,Operating,Asia,Indonesia,East Kalimantan,-1.17036,116.78872,"-1.17036, 116.78872"
Unit 2,Kaltim-3 Power Station,To Be Determined,https://www.gem.wiki/Kaltim-3_power_station,,100,Cancelled,Asia,Indonesia,Central Kalimantan,0.1357,116.22072,"0.1357, 116.22072"
,Kaltim-6 Power Station,To Be Determined,https://www.gem.wiki/Kaltim-6_power_station,,200,Cancelled,Asia,Indonesia,Kalimantan,1.227,114.577,"1.227, 114.577"
"Phase Ii, Unit 3",Ketapang Smelter Power Station,China Hongqiao Group; Harita Group,https://www.gem.wiki/Ketapang_Smelter_power_station,,30,Operating,Asia,Indonesia,West Kalimantan,-2.36618,110.15727,"-2.36618, 110.15727"
"Phase Ii, Unit 2",Ketapang Smelter Power Station,China Hongqiao Group; Harita Group,https://www.gem.wiki/Ketapang_Smelter_power_station,,80,Operating,Asia,Indonesia,West Kalimantan,-2.36618,110.15727,"-2.36618, 110.15727"
Phase Iii,Komering Agung Power Station,Pt Pembangunan Perumahan,https://www.gem.wiki/Komering_Agung_Power_Station,,30,Cancelled,Asia,Indonesia,South Sumatra,-4.97647,105.18568,"-4.97647, 105.18568"
Unit 3,Kuala Tanjung Inalum Captive Power Station,Pt Bukit Asam Tbk; Pt Indonesia Asahan Aluminium,https://www.gem.wiki/Kuala_Tanjung_Inalum_captive_power_station,,350,Cancelled,Asia,Indonesia,North Sumatra,3.35064,99.45133,"3.35064, 99.45133"
Unit 2,Kuala Tanjung-1 Power Station,China Power International Development Co Ltd; Oceanwide Holdings Co Ltd; Pt Satya Abadi Semesta,https://www.gem.wiki/Kuala_Tanjung-1_power_station,,135,Cancelled,Asia,Indonesia,North Sumatra,3.38679,99.4267,"3.38679, 99.4267"
Unit 1,Lamhotma Power Station,Medco Energi Internasional Tbk,https://www.gem.wiki/Lamhotma_power_station,,100,Cancelled,Asia,Indonesia,North Sumatra,3.3754,99.4418,"3.3754, 99.4418"
Unit 3,Lampung Sebalang Power Station,Pt Pln (Persero),https://www.gem.wiki/Lampung_Sebalang_power_station,,300,Shelved,Asia,Indonesia,Lampung,-5.58594,105.38719,"-5.58594, 105.38719"
Unit 2,Lombok 4 Power Station,To Be Determined,https://www.gem.wiki/Lombok_4_power_station,,50,Cancelled,Asia,Indonesia,West Nusa Tenggara,-8.57328,116.35112,"-8.57328, 116.35112"
Unit 2,Lombok Ftp2 Power Station,Pt Pln (Persero),https://www.gem.wiki/Lombok_FTP2_power_station,,50,Construction,Asia,Indonesia,West Nusa Tenggara,-8.42206,116.70963,"-8.42206, 116.70963"
Unit 1,Madura Ptba Power Station,Pt Bukit Asam Tbk,https://www.gem.wiki/Madura_PTBA_power_station,,225,Cancelled,Asia,Indonesia,East Java,-7.07773,113.28709,"-7.07773, 113.28709"
Unit 2,Merak Power Station,Merak Energi,https://www.gem.wiki/Merak_power_station,,60,Operating,Asia,Indonesia,Banten,-5.88403,106.06422,"-5.88403, 106.06422"
Unit 2,Mesuji Power Station,China Shenhua Energy Co Ltd,https://www.gem.wiki/Mesuji_power_station,,350,Cancelled,Asia,Indonesia,Lampung,-4.01278,105.46296,"-4.01278, 105.46296"
Unit 3,Msp Pulau Obi Power Station,Xinxing Qiyun Investment Holdings Co Ltd [40.0%]; Pt Trimegah Bangun Persada [30.0%]; Harita Group [20.0%]; Pt Gane Permai Sentosa [10.0%],https://www.gem.wiki/MSP_Pulau_Obi_power_station,,38,Operating,Asia,Indonesia,North Maluku,-1.53064,127.41912,"-1.53064, 127.41912"
Unit 2,Mulut Tambang Power Station,To Be Determined,https://www.gem.wiki/Mulut_Tambang_power_station,,600,Cancelled,Asia,Indonesia,South Sumatra,-2.618,103.127,"-2.618, 103.127"
Unit 2,Nalco East Kutai Power Station,Mec Coal; Nalco Holding Co,https://www.gem.wiki/NALCO_East_Kutai_power_station,,250,Cancelled,Asia,Indonesia,East Kalimantan,1.254,116.682,"1.254, 116.682"
"Phase I, Unit 6",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,30,Pre-Permit,Asia,Indonesia,Riau,0.91164,104.65054,"0.91164, 104.65054"
"Phase Ii, Unit 6",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,150,Cancelled,Asia,Indonesia,Riau,0.91164,104.65054,"0.91164, 104.65054"
"Phase Iv, Unit 1",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,150,Cancelled,Asia,Indonesia,Riau,0.91164,104.65054,"0.91164, 104.65054"
Unit 2,Ombilin Power Station,Pt Pln (Persero),https://www.gem.wiki/Ombilin_power_station,,100,Operating,Asia,Indonesia,West Sumatra,-0.60902,100.7537,"-0.60902, 100.7537"
Unit 2,Pacitan Power Station,Pt Pln (Persero),https://www.gem.wiki/Pacitan_power_station,,315,Operating,Asia,Indonesia,East Java,-8.25782,111.37356,"-8.25782, 111.37356"
Unit 7,Paiton-1 Power Station,Ratch Group Plc [45.5%]; Qatar Electricity And Water Company Qpsc [21.3%]; Ras Laffan Operating Company Wll [14.2%]; Chubu Electric Power Co Inc [7.0%]; Tokyo Electric Power Co [7.0%]; Pt Toba Bara Sejahtra Tbk [5.0%],https://www.gem.wiki/Paiton-1_power_station,,615,Operating,Asia,Indonesia,East Java,-7.7153,113.58571,"-7.7153, 113.58571"
Unit 1,Pangkalan Susu Power Station,Pt Barito Pacific Tbk,https://www.gem.wiki/Pangkalan_Susu_power_station,,220,Operating,Asia,Indonesia,North Sumatra,4.12071,98.25823,"4.12071, 98.25823"
Unit 1,Pekanbaru Tenayan Power Station,Pt Pln (Persero),https://www.gem.wiki/Pekanbaru_Tenayan_power_station,,110,Operating,Asia,Indonesia,Riau,0.56437,101.52345,"0.56437, 101.52345"
