annual_production,annual_production_unit,capacity,capacity_unit,cost,cost_unit,country,country_ownership,esg_impact_ecological,esg_impact_social,esg_link,esg_story,id,image,latitude,longitude,parent_esg_impact,parent_project_type,project_id,project_name,project_type,province_city,relevant_links,shareholder_ownership,source,source_id,status
,ton,80000,ton,2600000000,USD,Indonesia,Indonesia:49; China:51,Water Pollution,Loss of Traditional Livelihoods,https://www.paluposo.id/ancaman-kerusakan-alam-di-morowali-jadi-perhatian-serius-pegiat-lingkungan/,,BbSwF5P9OoWgj75UPAomNe,,-3.103761024,122.3076946,,Processing,BbSwF5P9OoWgj75UPAomNe,Bahodopi Nickel Smelting Indonesia,MHP,"Sulawesi Tengah, Morowali",https://market.bisnis.com/read/20230214/192/1627948/vale-inco-berencana-bangun-pabrik-baja-usai-pabrik-nikel-rampung; https://projectmultatuli.org/cina-di-hilir-gurita-oligarki-nikel-indonesia/;https://bisnis.tempo.co/read/1755427/profil-pt-vale-indonesia-perusahaan-tambang-nikel-yang-bakal-didivestasi-erick-thohir;  https://foto.tempo.co/read/104869/mengintip-lokasi-tambang-nikel-pt-vale-indonesia-di-sorowako-sulsel;  https://www.vale.com/documents/d/guest/ptvi-briefing-book-ino-_feb-2023,Vale:49; TISCO & Xinhai:51,indonesia,BbSwF5P9OoWgj75UPAomNe,Planned
1000000,ton,1000000,ton,5000000000,USD,Indonesia,China: majority; Indonesia: minority,Air Pollution,Poor Work Safety,"https://www.kompas.id/baca/nusantara/2020/05/22/terlindas-truk-dua-pekerja-pabrik-nikel-di-sultra-tewas/,https://celios.co.id/wp-content/uploads/2024/02/EN-CREA_CELIOS-Indonesia-Nickel-Development-2024.pdf",,BbSwF5P9OoWgj75UPAomWe,,-3.90365,122.41892,ecological;social,Processing,BbSwF5P9OoWgj75UPAomWe,Virtue Dragon Nickel Industry (VDNI),Ferro Nickel,"Sulawesi Tenggara, Konawe Utara",https://asia.nikkei.com/Economy/China-s-Virtue-Dragon-joins-Indonesian-nickel-rush;https://nikel.co.id/2020/12/16/raksasa-tambang-nikel-itu-bernama-vdni/; https://investor.id/industry-trade/104742/dragon-nickel-investasi-smelter-us-5-miliar,Jiangsu Delong Nickel Industry Co. Ltd,indonesia,BbSwF5P9OoWgj75UPAomWe,Active
,ton,260000,ton,600000000,USD,Indonesia,Hongkong:60;Indonesia:40,Water Pollution,Poor Work Safety,https://www.klikhalmahera.com/maluku-utara/9828404439/tongkang-bocor-4000-ton-nikel-pt-wanatiara-persadatenggelam-di-halmahera-selatan-satu-abk-hilang,,BbSwF5P9OoWgj75UPAomae,,-1.473324934,127.4320069,ecological;social,Processing,BbSwF5P9OoWgj75UPAomae,Wanatiara Persada,Ferro Nickel,"Maluku Utara, Halmahera Selatan",http://en.jnmc.com/2022-06/25/c_784240.htm,Jinchuan Group:60; Unnamed Indonesian Company:40,indonesia,BbSwF5P9OoWgj75UPAomae,Active
30000,ton,600000,ton,-,USD,Indonesia,China:90;Hongkong:10,,Poor Work Safety,https://hariansulawesi.com/2022/10/01/akibat-mesin-penyaringan-nikel-pt-wni-di-morowali-meledak-satu-karyawan-asal-parimo-meninggal/,,BbSwF5P9OoWgj75UPAomfe,,-2.734022385,122.0317987,social,Processing,BbSwF5P9OoWgj75UPAomfe,Wanxiang Nickel Indonesia,Ferro Nickel,"Sulawesi Tengah, Morowali",https://www.metrosulteng.com/hukum-kriminal/pr-5194976078/update-ledakan-smelter-pt-wni-di-morowali-1-tewas-karyawan-asal-parigi-2-luka-asal-china-dan-bungku-timur;https://ekonomi.bisnis.com/read/20180605/257/803260/wanxiang-nickel-indonesia-incar-morowali,Wanxiang Nickel Indonesia,indonesia,BbSwF5P9OoWgj75UPAomfe,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,Water Pollution;Increased Vulnerability to the Climate Crisis,,https://www.mongabay.co.id/2023/05/18/derita-warga-pomalaa-hidup-di-tengah-himpitan-tambang-nikel/,,BbSwF5P9OoWgj75UPAomke,,-4.263,121.536,ecological,Mining & Ore Resources,BbSwF5P9OoWgj75UPAomke,Antam (Kec. POMALAA),Ore Resources: Proved,"Sulawesi Tenggara, Kab. Kolaka",https://sultranews.co.id/menguak-dosa-antam-di-konut-hingga-pergantian-upbn-pomalaa/,Aneka Tambang:100,indonesia,BbSwF5P9OoWgj75UPAomke,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Land Grabbing;Corruption & Illegal Activity,https://www.halosultra.com/sultra-raya/449/pt-pernick-sultra-diduga-menambang-di-luar-iup-dan-ippkh/,,BbSwF5P9OoWgj75UPAomne,,-4.297,121.531,social,Mining & Ore Resources,BbSwF5P9OoWgj75UPAomne,Pertnick Sultra,Ore Resources: Proved,"Sulawesi Tenggara, Kab. Kolaka",https://www.halosultra.com/sultra-raya/449/pt-pernick-sultra-diduga-menambang-di-luar-iup-dan-ippkh/,Aneka Tambang:100,indonesia,BbSwF5P9OoWgj75UPAomne,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,Water Pollution;Increased Vulnerability to the Climate Crisis,,https://terawangnews.com/2021/05/19/timbulkan-kerusakan-lingkungan-walhi-sultra-kecam-pt-ceria-nugraha-indotama/,,BbSwF5P9OoWgj75UPAon1e,,-3.872,121.286,ecological,Mining & Ore Resources,BbSwF5P9OoWgj75UPAon1e,Ceria Nugraha Indotama,Ore Resources: Probable,"Sulawesi Tenggara, Kab. Kolaka",https://koran.tempo.co/read/info-tempo/483838/perusahaan-nikel-milik-anak-bangsa,Cherisha Sakmiwata:49;Derian Sakmiwata:51,indonesia,BbSwF5P9OoWgj75UPAon1e,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,BbSwF5P9OoWgj75UPAonBe,,-4.20355,121.6393,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAonBe,PD Aneka Usaha Kolaka,Ore Resources: Proved,"Sulawesi Tenggara, Kab. Kolaka",https://www.kendarimerdeka.com/pd-aneka-usaha-kolaka-diduga-obok-obok-kawasan-hutan-tanpa-izin-dan-rkab/,Kolaka Government,indonesia,BbSwF5P9OoWgj75UPAonBe,Active
,ton,77000,ton,1000000000,USD,Indonesia,Indonesia:100,,,,,BbSwF5P9OoWgj75UPAonEe,,-3.389050211,122.2267409,,Processing,BbSwF5P9OoWgj75UPAonEe,Adhikara Cipta Mulya,MHP,"Sulawesi Tenggara, Konawe Utara",https://indeks.co.id/2023/10/11/polda-sultra-didesak-segera-periksa-dugaan-skandal-penggunaan-jetty-ilegal-pt-adhikara-cipta-mulia/;https://www.cnbcindonesia.com/news/20201028162028-4-197792/5-smelter-hpal-pemasok-bahan-baku-baterai-beroperasi-di-2023,I Made Martawan:15;Muhammad Ikbal:55;Tonny Khashoggi Hioe:30,indonesia,BbSwF5P9OoWgj75UPAonEe,Active
,ton,144000,ton,897868,USD,Indonesia,Indonesia:1;Singapore:99,,,,,BbSwF5P9OoWgj75UPAonIe,,-3.014252369,122.2327788,,Processing,BbSwF5P9OoWgj75UPAonIe,Anugrah Tambang Sejahtera (ATS),Nickel Pig Iron,"Sulawesi Tengah, Morowali",https://palu.tribunnews.com/2022/05/04/pro-kontra-tambang-pt-ats-pemuda-towure-parigi-moutong-sayangkan-klaim-sepihak-pemerintah-desa?page=all;https://www.metalextra.com/pt-anugrah-tambang-smelter-ats-sertifikasi-renewable-energy-certificate-rec-dari-pt-pln/;  https://www.bloomberg.com/profile/company/1434780D:SP,Bina Mitra Serasi:1;FE resources:99,indonesia,BbSwF5P9OoWgj75UPAonIe,Active
,ton,351000,ton,2150000,USD,Indonesia,Guinea-Bissau:1;Indonesia:99,Water Pollution;Air Pollution,,https://docplayer.info/188461579-Dampak-kawasan-industri-millenium-terhadap-kondisi-sosial-ekonomi-dan-lingkungan-masyarakat-desa-peusar-kecamatan-panongan-kabupaten-tangerang.html,,BbSwF5P9OoWgj75UPAonOe,,-6.24668712,106.4968001,ecological,Processing,BbSwF5P9OoWgj75UPAonOe,Bintang Timur Steel,Nickel Pig Iron,"Banten, Tangerang Regency",https://industri.kontan.co.id/news/harga-nikel-naik-3-smelter-tetap-tertidur,Frans Salim Kalalo:69;Sae Jao Lioliam:1;Wijaya Inti Nusantara:30,indonesia,BbSwF5P9OoWgj75UPAonOe,Active
,ton,136000,ton,998000000,USD,Indonesia,China:83;Japan:8;South Korea:9,Water Pollution;Air Pollution;Soil Pollution;Deforestation;Increased Vulnerability to the Climate Crisis,,https://www.rai.it/dl/doc/2023/11/19/1700402970903_I%20rapporti%20su%20filiera%20del%20nichel%20indonesiana%20-%20Report.pdf,,BbSwF5P9OoWgj75UPAonZe,,-2.860246476,122.1719025,ecological,Processing,BbSwF5P9OoWgj75UPAonZe,QMB New Energy Materials Indonesia,MHP,"Sulawesi Tengah, Morowali",https://www.cnbcindonesia.com/news/20221111133253-4-387079/cita-cita-ri-jadi-raja-baterai-dunia-kian-nyata-ini-buktinya,GEM Co. Ltd:36; CATL:25; Tsingshan:21; IMIP:10; Hanwa Co. Ltd:8,indonesia,BbSwF5P9OoWgj75UPAonZe,Active
,ton,149929,ton,50000000,USD,Indonesia,Australia:80; China:20,Water Pollution;Air Pollution;Soil Pollution;Deforestation;Increased Vulnerability to the Climate Crisis,,https://www.rai.it/dl/doc/2023/11/19/1700402970903_I%20rapporti%20su%20filiera%20del%20nichel%20indonesiana%20-%20Report.pdf,,BbSwF5P9OoWgj75UPAonce,,-2.851174379,122.1644422,ecological,Processing,BbSwF5P9OoWgj75UPAonce,Ranger Nickel Industry,Nickel Pig Iron,"Sulawesi Tengah, Morowali",https://nickelindustries.com/operations/ranger-nickel/,Nickel Mines:80; Shanghai Decent (Tsingshan):20,indonesia,BbSwF5P9OoWgj75UPAonce,Active
,ton,50000,ton,350000000,USD,Indonesia,Indonesia:100,Water Pollution;Air Pollution,,https://www.mongabay.co.id/2023/08/25/riset-smelter-nikel-di-bantaeng-punya-dampak-buruk-untuk-lingkungan-dan-warga-sekitar/,,BbSwF5P9OoWgj75UPAonhe,,-5.556315715,120.0528874,ecological,Processing,BbSwF5P9OoWgj75UPAonhe,Titan Mineral Utama,Nickel Pig Iron,"Sulawesi Selatan, Bantaeng Regency",https://industri.kontan.co.id/news/bangun-smelter-dua-perusahaan-ini-rogoh-rp-64-t;https://kemenperin.go.id/artikel/18180/Dua-Smelter-Segera-Beroperasi,Titan Mineral Utama:100,indonesia,BbSwF5P9OoWgj75UPAonhe,Planned
,ton,,ton,-,USD,Indonesia,Indonesia:100,Deforestation,,https://www.sultranetwork.com/sultra/pr-3885477796/kapital-sultra-sebut-pt-alam-raya-indah-tak-penuhi-kewajiban-reklamasinya-bakal-adukan-ke-kementerian-esdm,,BbSwF5P9OoWgj75UPAonle,,-3.994732176,122.5336808,ecological,Mining & Ore Resources,BbSwF5P9OoWgj75UPAonle,Alam Raya Indah,Mining,"Sulawesi Tenggara, Kendari",https://penasultra.com/menelisik-aktivitas-pt-alam-raya-indah-legal-atau-ilegal/,Rahmat Saleh:5;Sahrin:95,indonesia,BbSwF5P9OoWgj75UPAonle,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Land Grabbing;Corruption & Illegal Activity,https://kendari.terkini.id/2020/04/16/ppsi-angkat-bicara-soal-pt-alvindo-mining-resources-dan-pt-sumber-bumi-putera/#google_vignette,,BbSwF5P9OoWgj75UPAonoe,,-2.945689107,121.6040628,social,Mining & Ore Resources,BbSwF5P9OoWgj75UPAonoe,Alvindo Mining Resources,Mining,"Sulawesi Tenggara, Konawe Regency",https://kendari.terkini.id/2020/04/16/ppsi-angkat-bicara-soal-pt-alvindo-mining-resources-dan-pt-sumber-bumi-putera/,Jinpei Investment group:50;Sumber kreasi konsultindo:50,indonesia,BbSwF5P9OoWgj75UPAonoe,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,BbSwF5P9OoWgj75UPAonre,,-3.183069966,121.679783,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAonre,Andalan Energi Nusantara,Mining,"Sulawesi Tenggara, Konawe Regency",https://ekonomi.bisnis.com/read/20220110/44/1487096/ini-daftar-697-perusahaan-tambang-yang-ditegur-kementerian-esdm,Jinpei Investment group:50;Sumber kreasi konsultindo:50,indonesia,BbSwF5P9OoWgj75UPAonre,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,Deforestation;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities;Corruption & Illegal Activity","https://jatam.org/pulaukecil/ ,https://www.bbc.com/indonesia/indonesia-435546055",,BbSwF5P9OoWgj75UPAonve,,-5.426283302,121.9355118,ecological;social,Mining & Ore Resources,BbSwF5P9OoWgj75UPAonve,Anugrah Harisma Barakah,Mining,"Sulawesi Tenggara, Bombana Regency",https://www.jurnas.com/artikel/28883/Cara-Gubernur-Nur-Alam-Agar-Suap-Richcorp-International-Tak-Terdeteksi/,Ikhsan Rifani:2;PT Billy International:95;Widdi Aswindi:3,indonesia,BbSwF5P9OoWgj75UPAonve,Active
,ton,,ton,-,USD,Indonesia,China:29;Indonesia:71,Deforestation;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities",https://jatam.org/pulaukecil/,,BbSwF5P9OoWgj75UPAoo0e,,-3.969344191,122.5232873,ecological;social,Mining & Ore Resources,BbSwF5P9OoWgj75UPAoo0e,Bakti bumi Sulawesi,Mining,"Sulawesi Tenggara, Kendari",https://www.metrosultra.com/2021/10/konsultasi-publik-tersus-pt-bbs-di.html,Duta Nikel Sulawesi:31;Huadi Nickel Alloy Indonesia:40;Shanghai Huadi International CO.; LTD:29,indonesia,BbSwF5P9OoWgj75UPAoo0e,Active
,ton,,ton,-,USD,Indonesia,Not found,Water Pollution,Loss of Traditional Livelihoods,"https://topikterkini.com/2019/05/28/diduga-merusak-lingkungan-dan-merugikan-petani-rumput-laut-tiga-lembaga-se-sultra-desak-dinas-esdm-untuk-menghentikan-aktivitas-pt-baula-petra-buana/, https://www.mongabay.co.id/2017/12/30/derita-petani-rumput-laut-tinanggea-setelah-tambang-nikel-datang-bagian-1/",,BbSwF5P9OoWgj75UPAoo3e,,-3.979722433,122.4826795,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAoo3e,Baula Petra Buana,Mining,"Sulawesi Tenggara, Kendari",https://haluanrakyat.com/pt-baula-petra-buana-kalah-di-pengadilan-wajib-serahkan-45-hektare-lahan-milik-warga,Not found,indonesia,BbSwF5P9OoWgj75UPAoo3e,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://www.antaranews.com/berita/290586/walhi-laporkan-pt-bbdm-ke-polda-sultra,,BbSwF5P9OoWgj75UPAoo9e,,-5.253488042,122.796373,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAoo9e,Bumi Buton Delta Megah,Mining,"Sulawesi Tenggara, Buton Regency",https://satulis.com/2023/03/05/umar-samiun-bantu-sembako-seluruh-kk-pada-tiga-desa-di-kapontori/,HENDARMIN SIANTAR:50;IIS ELIANTI:50,indonesia,BbSwF5P9OoWgj75UPAoo9e,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,Deforestation,Corruption & Illegal Activity,https://www.teropongsultra.com/daerah/demo-di-esdm-format-sultra-sebut-pt-bumi-konawe-abadi-lakukan-penambangan-secara-ilegal,,BbSwF5P9OoWgj75UPAooDe,,-3.801048441,122.4630134,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAooDe,Bumi Konawe Abadi,Mining,"Sulawesi Tenggara, North Konawe Regency",https://tegas.co/2023/11/02/format-sultra-minta-kementerian-esdm-hentikan-dugaan-aktivitas-ilegal-mining-pt-bka/,Mega Buana Resources:30;PT Central Omega Resources Tbk:70,indonesia,BbSwF5P9OoWgj75UPAooDe,Active
,ton,,ton,-,USD,Indonesia,Indonesia:64;Not found:36,,Loss of Traditional Livelihoods;Corruption & Illegal Activity,https://kendariinfo.com/warga-konut-sebut-aktivitas-pt-bnn-gunakan-jalan-hauling-diduga-lewati-kawasan-htp/,,BbSwF5P9OoWgj75UPAooHe,,-3.964154207,122.51754,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAooHe,Bumi Nikel Nusantara,Mining,"Sulawesi Tenggara, Kendari",https://sultranesia.com/kronologi-dan-penyebab-kecelakaan-di-pt-bnn-yang-renggut-1-nyawa-pekerja/,I Made Martawan:13;Ka Ming:36;Muhammad Ikbal; SH:51,indonesia,BbSwF5P9OoWgj75UPAooHe,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Land Grabbing;Corruption & Illegal Activity,"https://mediakendari.com/menambang-nikel-di-konut-hingga-diduga-rugikan-negara-miliaran-rupiah-pt-cds-dilaporkan-ke-kejaksaan-agung-ri/135784/, https://rakyatpostonline.com/2023/02/01/tak-ada-penyelesaian-sengketa-lahan-masyarakat-segera-geruduk-pt-cdsm-di-landawe/",,BbSwF5P9OoWgj75UPAooRe,,-3.32409095,122.2886242,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAooRe,Cipta Djaya Surya,Mining,"Sulawesi Tenggara, North Konawe Regency",https://lenterasultra.com/web/2021/01/10/persatuan-bumi-anoa-tuding-pt-djaya-surya-lakukan-aktifitas-pertambangan-di-luar-iup/,Chandra Djaya:48;Michael Djaya:20;Nelly Surjandi:32,indonesia,BbSwF5P9OoWgj75UPAooRe,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,Air Pollution;Soil Pollution,Social Conflict,https://www.sultranote.id/2024/03/17/fortal-sultra-desak-dirjen-minerba-tidak-menggeluarkan-rkab-milik-pt-cash-dan-pt-mcm/,,BbSwF5P9OoWgj75UPAooUe,,-4.068362289,122.0964903,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAooUe,Citra Arya Sentosa Hutama,Mining,"Sulawesi Tenggara, Konawe Regency",https://www.sultranote.id/2024/03/17/fortal-sultra-desak-dirjen-minerba-tidak-menggeluarkan-rkab-milik-pt-cash-dan-pt-mcm/,Not found,indonesia,BbSwF5P9OoWgj75UPAooUe,Active
,ton,,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity,https://konasaranews.com/2023/07/23/pt-dtgp-diduga-rambah-kawasan-hutan-tanpa-izin/,,BbSwF5P9OoWgj75UPAooke,,-3.438679057,122.2506391,social,Mining & Ore Resources,BbSwF5P9OoWgj75UPAooke,Duta Tambang Gunung Perkasa,Mining,"Sulawesi Tenggara, North Konawe Regency",https://konasaranews.com/2023/07/23/pt-dtgp-diduga-rambah-kawasan-hutan-tanpa-izin/,Not found,indonesia,BbSwF5P9OoWgj75UPAooke,Active
,ton,,ton,-,USD,Indonesia,Indonesia:99,,Land Grabbing;Social Conflict,https://kendariinfo.com/pemkab-konut-mediasi-pihak-pt-eku-dan-nenek-ati-atas-dugaan-penyerobotan-lahan/,,BbSwF5P9OoWgj75UPAooqe,,-3.379,122.235,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAooqe,Elit Kharisma Utama,Mining,"Sulawesi Tenggara, North Konawe Regency",,Bumi Modern Sejahtera:99,indonesia,BbSwF5P9OoWgj75UPAooqe,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,Deforestation;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities",https://jatam.org/pulaukecil/,,BbSwF5P9OoWgj75UPAoove,,-4.217,123.117,ecological;social,Mining & Ore Resources,BbSwF5P9OoWgj75UPAoove,Gema Kreasi Perdana,Mining,"Sulawesi Tenggara, Konawe Islands Regency",,Budhi Kemakmuran Jayaraya (Harita Group):99.99;Citra Duta Jaya Makmur:0.01,indonesia,BbSwF5P9OoWgj75UPAoove,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,Deforestation,Corruption & Illegal Activity,https://www.amanahsultra.id/tambang-pt-mulia-makmur-perkasa-dan-kolaka-mining-resources-lakukan-pengrusakan-hutan/,,BbSwF5P9OoWgj75UPAop5e,,-2.90629,121.15308,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAop5e,Kolaka Mineral Resources,Mining,"Sulawesi Tenggara, North Kolaka Regency",,MATHEW GIYAN PRASASTA:10;Halim:20;Herman Suparman:30;Husmaluddin:10;Ismail Nushar:10;Tasman:20,indonesia,BbSwF5P9OoWgj75UPAop5e,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,BbSwF5P9OoWgj75UPAopAe,,-3.41193,121.85186,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAopAe,Konawe Utara Indo Mineral Mining,Mining,"Sulawesi Tenggara, North Konawe Regency",,PT TATA PRATAMA RESOURCES:90;ZEB NICHOL CHAYADI:10,indonesia,BbSwF5P9OoWgj75UPAopAe,unknown
,ton,,ton,-,USD,Indonesia,China,,,,,BbSwF5P9OoWgj75UPAopIe,,-3.21298,122.20432,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAopIe,Konutara Prima,Mining,"Sulawesi Tenggara, North Konawe Regency",,Tuochuan Capital Limited,indonesia,BbSwF5P9OoWgj75UPAopIe,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:51.9;British Virgin Islands:49,,,,,BbSwF5P9OoWgj75UPAopUe,,-3.287,122.265,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAopUe,Makmur Lestari Primatama,Mining,"Sulawesi Tenggara, North Konawe Regency",,TOMMY TANDEAN SARIONO:1;Okta Bumi Pertiwi:50.9;YUANDA VENTURES LIMITED:49,indonesia,BbSwF5P9OoWgj75UPAopUe,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:75,Increased Vulnerability to the Climate Crisis,Corruption & Illegal Activity,"https://sultrakini.com/kpk-geledah-pt-manunggal-sarana-surya-pratama/, https://www.indosultra.com/tsunami-lumpur-tambang-diduga-dari-pt-manunggal-hancurkan-sarana-pendidikan-dan-rumah-warga-di-boenaga/",,BbSwF5P9OoWgj75UPAopZe,,-3.418,122.38126,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAopZe,Manunggal Sarana Surya Pratama,Mining,"Sulawesi Tenggara, North Konawe Regency",,FERRY YOGIANTO:75,indonesia,BbSwF5P9OoWgj75UPAopZe,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,Deforestation;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities",https://jatam.org/pulaukecil/,,BbSwF5P9OoWgj75UPAopce,,-5.3318,121.89402,ecological;social,Mining & Ore Resources,BbSwF5P9OoWgj75UPAopce,Margo Karya Mandiri,Mining,"Sulawesi Tenggara, Bombana Regency",,YAN BOSCO DELIMA:100,indonesia,BbSwF5P9OoWgj75UPAopce,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,"Intimidation, Suppression, Criminalization of Local Communities;Corruption & Illegal Activity",https://www.timurterkini.com/berita/sekelumit-dugaan-kasus-yang-menjerat-pt-masempo-dalle-dari-ilegal-mining-hingga-kasus-pembacokan/,,BbSwF5P9OoWgj75UPAopie,,-3.35849,122.25322,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAopie,Masempo Dalle,Mining,"Sulawesi Tenggara, North Konawe Regency",,Anton Timbang:90;Budi amin:5;Saharibi:5,indonesia,BbSwF5P9OoWgj75UPAopie,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://detiksultra.com/hukum/hauling-pakai-jalan-umum-pt-mcm-tak-kantong-izin-bpjn-kendari-ilegal-itu/,,BbSwF5P9OoWgj75UPAopwe,,-4.02,122.088,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAopwe,Modern Cahaya Makmur,Mining,"Sulawesi Tenggara, Konawe Regency",https://www.buananews.id/usai-di-adukan-ke-polda-pt-mcm-kini-adukan-ke-kejati-terkait-perambahan-kawasan-hutan-tanpa-izin/,William Honoris:50; Anthony Honoris:51,indonesia,BbSwF5P9OoWgj75UPAopwe,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,Deforestation,Corruption & Illegal Activity,"https://www.katalogika.com/info-logika/pr-1445046827/imp-sultra-jakarta-bakal-laporkan-pt-mmp-dan-pt-bps-ke-mabes-polri-atas-dugaan-ilegal-mining, https://www.amanahsultra.id/tambang-pt-mulia-makmur-perkasa-dan-kolaka-mining-resources-lakukan-pengrusakan-hutan/",,BbSwF5P9OoWgj75UPAopze,,-2.91,121.1,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAopze,Mulia Makmur Perkasa,Mining,"Sulawesi Tenggara, North Kolaka Regency",https://www.buananews.id/ilegal-mining-di-eks-iup-pt-bps-diduga-libatkan-pt-mmp-dan-pt-wil/,ISMAIL NUSHAR:10; HERMAN SUPARMAN:30; HALIM:20; TASMAN:20; HUSMALUDDIN:10; MATHEW GUYAN PRASASTA:10,indonesia,BbSwF5P9OoWgj75UPAopze,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://sultrakini.com/pt-multi-bumi-sejahtera-di-konawe-diduga-lakukan-pertambangan-ilegal/,,BbSwF5P9OoWgj75UPAoq2e,,-3.92647,122.25174,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAoq2e,Multi Bumi Sejahtera,Mining,"Sulawesi Tenggara, Konawe Regency",https://tegas.co/2022/06/08/gpni-desak-bpjn-dan-dprd-sultra-periksa-dirut-pt-mbs/,Not found,indonesia,BbSwF5P9OoWgj75UPAoq2e,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:99,Deforestation;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities",https://jatam.org/pulaukecil/,,BbSwF5P9OoWgj75UPAoq5e,,-5.31981,122.02547,ecological;social,Mining & Ore Resources,BbSwF5P9OoWgj75UPAoq5e,Narayana Lambale Selaras,Mining,"Sulawesi Tenggara, Bombana Regency",https://kendari.terkini.id/2021/01/20/pt-narayana-lambale-selaras-diduga-lakukan-ilegal-mining-dan-pencemaran-lingkungan/,Billy Indonesia:100,indonesia,BbSwF5P9OoWgj75UPAoq5e,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://www.titikfokus.com/balaikota/38651670/diduga-ilegal-dewan-bakal-tinjau-pt-primastian-metal-pratama-dan-pt-sulawesi-readimiks,,BbSwF5P9OoWgj75UPAoqEe,,-3.45648,122.36228,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAoqEe,Primastian Metal Pratama,Mining,"Sulawesi Tenggara, North Konawe Regency",https://www.titikfokus.com/balaikota/38651670/diduga-ilegal-dewan-bakal-tinjau-pt-primastian-metal-pratama-dan-pt-sulawesi-readimiks,THOMAS YAUWLY:15; TUN FENDY UNGGUL:42.5; KINGBERT BENLY:42.5,indonesia,BbSwF5P9OoWgj75UPAoqEe,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,BbSwF5P9OoWgj75UPAoqOe,,-3.407,122.338,,Mining & Ore Resources,BbSwF5P9OoWgj75UPAoqOe,Sujud Bumi Berkah,Mining,"Sulawesi Tenggara, North Konawe Regency",,PT ALAM MINERAL RESOURCES:90;ZEB NICHOL CHAYADI	:10,indonesia,BbSwF5P9OoWgj75UPAoqOe,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,Deforestation;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities",https://jatam.org/pulaukecil/,,BbSwF5P9OoWgj75UPAoqWe,,-5.2584,121.82575,ecological;social,Mining & Ore Resources,BbSwF5P9OoWgj75UPAoqWe,Timah Investasi Mineral,Mining,"Sulawesi Tenggara, Bombana Regency",,TIMAH TBK:99.96;KARYAWAN TIMAH MITRA MANDIRI:0.04,indonesia,BbSwF5P9OoWgj75UPAoqWe,unknown
