capacity_mw,country,geopoint,latitude,longitude,parent,plant,region,status,subnational_unit,unit,url
90,Indonesia,"0.68932,101.61907",0.68932,101.61907,Sinar Mas Group,Perawang Mill Power Station,Asia,Operating,Riau,Unit 08,https://www.gem.wiki/Perawang_Mill_power_station
150,Indonesia,"0.68932,101.61907",0.68932,101.61907,Sinar Mas Group,Perawang Mill Power Station,Asia,Operating,Riau,Unit 09,https://www.gem.wiki/Perawang_Mill_power_station
400,Indonesia,"-7.7147,113.58502",-7.7147,113.58502,Pt Pln (Persero),Pln Paiton Power Station,Asia,Operating,East Java,Unit 2,https://www.gem.wiki/PLN_Paiton_power_station
150,Indonesia,"-1.56143,127.42103",-1.56143,127.42103,Harita Group [63.1%]; Ningbo Lygend [36.9%],Pt Halmahera Persada Lygend Nickel Smelter Power Station,Asia,Operating,Maluku,"Phase Ii, Unit 3",https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station
30,Indonesia,"-1.53615,127.41602",-1.53615,127.41602,Harita Group [63.1%]; Ningbo Lygend [36.9%],Pt Halmahera Persada Lygend Nickel Smelter Power Station,Asia,Operating,Maluku,"Phase I, Unit 1",https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station
30,Indonesia,"-1.53615,127.41602",-1.53615,127.41602,Harita Group [63.1%]; Ningbo Lygend [36.9%],Pt Halmahera Persada Lygend Nickel Smelter Power Station,Asia,Operating,Maluku,"Phase I, Unit 2",https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station
380,Indonesia,"-1.56143,127.42103",-1.56143,127.42103,Harita Group [63.1%]; Ningbo Lygend [36.9%],Pt Halmahera Persada Lygend Nickel Smelter Power Station,Asia,Pre-Permit,Maluku,"Phase Iii, Unit 5",https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station
380,Indonesia,"-1.56143,127.42103",-1.56143,127.42103,Harita Group [63.1%]; Ningbo Lygend [36.9%],Pt Halmahera Persada Lygend Nickel Smelter Power Station,Asia,Pre-Permit,Maluku,"Phase Iii, Unit 6",https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station
60,Indonesia,"-1.53615,127.41602",-1.53615,127.41602,Harita Group [63.1%]; Ningbo Lygend [36.9%],Pt Halmahera Persada Lygend Nickel Smelter Power Station,Asia,Construction,Maluku,"Phase I, Unit 3",https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station
125,Indonesia,"-5.61788,119.55119",-5.61788,119.55119,Bosawa Corp,Punagaya Power Station,Asia,Operating,South Sulawesi,"Phase I, Unit 2",https://www.gem.wiki/Punagaya_power_station
135,Indonesia,"-5.61788,119.55119",-5.61788,119.55119,Bosawa Corp,Punagaya Power Station,Asia,Operating,South Sulawesi,"Phase Ii, Unit 3",https://www.gem.wiki/Punagaya_power_station
135,Indonesia,"-5.61788,119.55119",-5.61788,119.55119,Bosawa Corp,Punagaya Power Station,Asia,Operating,South Sulawesi,"Phase Ii, Unit 4",https://www.gem.wiki/Punagaya_power_station
65,Indonesia,"-3.04035,122.26156",-3.04035,122.26156,Qingdao Urban Construction Investment (Group) Co Ltd; Qingdao Xiyuan Holdings Co Ltd; Shandong Taishan Steel Group Co Ltd,Qingdao Zhongsheng Captive Power Station,Asia,Operating,Central Sulawesi,Unit 2,https://www.gem.wiki/Qingdao_Zhongsheng_captive_power_station
65,Indonesia,"-3.04035,122.26156",-3.04035,122.26156,Qingdao Urban Construction Investment (Group) Co Ltd; Qingdao Xiyuan Holdings Co Ltd; Shandong Taishan Steel Group Co Ltd,Qingdao Zhongsheng Captive Power Station,Asia,Cancelled,Central Sulawesi,Unit 3,https://www.gem.wiki/Qingdao_Zhongsheng_captive_power_station
65,Indonesia,"-3.04035,122.26156",-3.04035,122.26156,Qingdao Urban Construction Investment (Group) Co Ltd; Qingdao Xiyuan Holdings Co Ltd; Shandong Taishan Steel Group Co Ltd,Qingdao Zhongsheng Captive Power Station,Asia,Cancelled,Central Sulawesi,Unit 6,https://www.gem.wiki/Qingdao_Zhongsheng_captive_power_station
600,Indonesia,"-0.52622,101.969",-0.52622,101.969,Pt Bukit Asam Tbk; Pt Pln (Persero),Riau Kemitraan Power Station,Asia,Cancelled,Riau,Unit 1,https://www.gem.wiki/Riau_Kemitraan_power_station
300,Indonesia,"-0.35,102.53306",-0.35,102.53306,Pt Pln (Persero); Pt Samantaka Batubara,Riau-1 Power Station,Asia,Shelved,Riau,Unit 1,https://www.gem.wiki/Riau-1_power_station
300,Indonesia,"-0.35,102.53306",-0.35,102.53306,Pt Pln (Persero); Pt Samantaka Batubara,Riau-1 Power Station,Asia,Shelved,Riau,Unit 2,https://www.gem.wiki/Riau-1_power_station
150,Indonesia,"-3.40138,104.11863",-3.40138,104.11863,China Energy Investment Corp [70.0%]; Energi Musi Makmur [30.0%],Shenhua Guohua Power Station,Asia,Operating,South Sumatra,Unit 1,https://www.gem.wiki/Shenhua_Guohua_power_station
37,Indonesia,"-1.0069,103.0821",-1.0069,103.0821,Sinar Mas Group,Sinar Mas Jambi Lontar Power Station,Asia,Operating,Jambi,Unit 1,https://www.gem.wiki/Sinar_Mas_Jambi_Lontar_power_station
100,Indonesia,"-1.0069,103.0821",-1.0069,103.0821,Sinar Mas Group,Sinar Mas Jambi Lontar Power Station,Asia,Operating,Jambi,Unit 4,https://www.gem.wiki/Sinar_Mas_Jambi_Lontar_power_station
125,Indonesia,"-2.758,105.434",-2.758,105.434,Sinar Mas Group,Sinar Mas Oki Paper Mill Power Station,Asia,Cancelled,South Sumatra,Unit 1,https://www.gem.wiki/Sinar_Mas_OKI_Paper_Mill_power_station
125,Indonesia,"-2.758,105.434",-2.758,105.434,Sinar Mas Group,Sinar Mas Oki Paper Mill Power Station,Asia,Cancelled,South Sumatra,Unit 3,https://www.gem.wiki/Sinar_Mas_OKI_Paper_Mill_power_station
380,Indonesia,"-2.86899,122.17188",-2.86899,122.17188,Indonesia Wanjia Ferro Nickel Co Ltd,Sulawesi Labota Power Station,Asia,Operating,Central Sulawesi,Unit 4,https://www.gem.wiki/Sulawesi_Labota_power_station
380,Indonesia,"-2.86883,122.16928",-2.86883,122.16928,Sulawesi Mining Investment,Sulawesi Labota Power Station,Asia,Construction,Central Sulawesi,Unit 8,https://www.gem.wiki/Sulawesi_Labota_power_station
380,Indonesia,"-2.86883,122.16928",-2.86883,122.16928,Sulawesi Mining Investment,Sulawesi Labota Power Station,Asia,Construction,Central Sulawesi,Unit 9,https://www.gem.wiki/Sulawesi_Labota_power_station
150,Indonesia,"-2.82738,122.15527",-2.82738,122.15527,Guangdong Guangxin Holdings Group,Sulawesi Mining Power Station,Asia,Operating,Central Sulawesi,"Phase Ii, Unit 2",https://www.gem.wiki/Sulawesi_Mining_power_station
250,Indonesia,"-2.82738,122.15527",-2.82738,122.15527,Eternal Tsingshan Group,Sulawesi Mining Power Station,Asia,Operating,Central Sulawesi,Unit 9,https://www.gem.wiki/Sulawesi_Mining_power_station
50,Indonesia,"-8.74798,117.95765",-8.74798,117.95765,To Be Determined,Sumbawa-2 Power Station,Asia,Cancelled,Empang,Unit 2,https://www.gem.wiki/Sumbawa-2_power_station
300,Indonesia,"-3.47667,103.99917",-3.47667,103.99917,China Shenhua Energy Co Ltd; Lion Power,Sumsel-1 Power Station,Asia,Construction,South Sumatra,Unit 1,https://www.gem.wiki/Sumsel-1_power_station
150,Indonesia,"-2.604,103.914",-2.604,103.914,Madhucon Projects Ltd,Sumsel-7 Power Station,Asia,Cancelled,South Sumatra,Unit 1,https://www.gem.wiki/Sumsel-7_power_station
150,Indonesia,"3.78025,98.63694",3.78025,98.63694,Oceanwide Holdings Co Ltd [60.0%]; Pt Garda Sayap Garuda [20.0%]; Power Construction Corporation Of China Ltd [20.0%],Sumut-1 Power Station,Asia,Construction,North Sumatra,Unit 1,https://www.gem.wiki/Sumut-1_power_station
100,Indonesia,"-5.62363,119.55082",-5.62363,119.55082,Pt Pln (Persero),Takalar Power Station,Asia,Operating,South Sulawesi,Unit 1,https://www.gem.wiki/Takalar_power_station
100,Indonesia,"-5.52121,105.35348",-5.52121,105.35348,Pt Pln (Persero),Tarahan Power Station,Asia,Operating,Lampung,Unit 4,https://www.gem.wiki/Tarahan_power_station
112,Indonesia,"-1.07655,100.3724",-1.07655,100.3724,Pt Pln (Persero),Teluk Sirih Power Station,Asia,Operating,West Sumatra,Unit 2,https://www.gem.wiki/Teluk_Sirih_power_station
150,Indonesia,"-3.53948,103.75484",-3.53948,103.75484,Pt Timah Tbk,Timah South Sumatra Power Station,Asia,Cancelled,South Sumatra,Unit 2,https://www.gem.wiki/Timah_South_Sumatra_power_station
50,Indonesia,"-10.35196,123.45988",-10.35196,123.45988,Pt Pln (Persero),Timor-1 Power Station,Asia,Construction,East Nusa Tenggara,Unit 2,https://www.gem.wiki/Timor-1_power_station
35,Indonesia,"-4.81671,119.50168",-4.81671,119.50168,Pt Semen Indonesia,Tonasa Cement Plant Power Station,Asia,Operating,South Sulawesi,"Phase V, Unit 1",https://www.gem.wiki/Tonasa_Cement_Plant_power_station
65,Indonesia,"-2.73095,122.03062",-2.73095,122.03062,Pt Wanxiang Steel Indonesia,Wanxiang Nickel Indonesia Power Station,Asia,Operating,Central Sulawesi,Unit 2,https://www.gem.wiki/Wanxiang_Nickel_Indonesia_power_station
250,Indonesia,"0.47889,127.98421",0.47889,127.98421,Tsingshan Holding Group Co Ltd,Weda Bay Power Station,Asia,Operating,North Maluku,Unit 1,https://www.gem.wiki/Weda_Bay_power_station
250,Indonesia,"0.47889,127.98421",0.47889,127.98421,Tsingshan Holding Group Co Ltd,Weda Bay Power Station,Asia,Operating,North Maluku,Unit 3,https://www.gem.wiki/Weda_Bay_power_station
380,Indonesia,"0.47889,127.98421",0.47889,127.98421,Tsingshan Holding Group Co Ltd; Walsin Lihwa,Weda Bay Power Station,Asia,Construction,North Maluku,Unit 7,https://www.gem.wiki/Weda_Bay_power_station
38,Indonesia,"-1.53051,127.41898",-1.53051,127.41898,Xinxing Qiyun Investment Holdings Co Ltd [40.0%]; Pt Trimegah Bangun Persada [30.0%]; Harita Group [20.0%]; Pt Gane Permai Sentosa [10.0%],Xinxing Ductile Iron Pipes Power Station,Asia,Operating,Maluku,Unit 3,https://www.gem.wiki/Xinxing_Ductile_Iron_Pipes_power_station
1100,Indonesia,"2.528,117.858",2.528,117.858,Pt Adaro Power,Adaro Aluminum Smelter Power Station,Asia,Announced,North Kalimantan,Phase Ii,https://www.gem.wiki/Adaro_Aluminum_Smelter_power_station
660,Indonesia,"-7.68594,109.13756",-7.68594,109.13756,Pt Pln (Persero),Adipala Power Station,Asia,Operating,Central Java,Unit 1,https://www.gem.wiki/Adipala_power_station
30,Indonesia,"1.1825,124.48056",1.1825,124.48056,Pt Pln (Persero),Amurang Power Station,Asia,Operating,North Sulawesi,Unit 1,https://www.gem.wiki/Amurang_power_station
150,Indonesia,"-6.02475,105.94264",-6.02475,105.94264,Agc Inc [52.5%]; Ableman Finance [18.0%]; Rodamas [18.0%]; Mitsubishi Corporation Energy Solutions [11.5%],Asahimas Chemical Power Station,Asia,Operating,Banten,Unit 2,https://www.gem.wiki/Asahimas_Chemical_power_station
100,Indonesia,"0.605,117.481",0.605,117.481,Bakrie Group,Bakrie Sangatta Power Station,Asia,Cancelled,East Kalimantan,Unit 1,https://www.gem.wiki/Bakrie_Sangatta_power_station
30,Indonesia,"-2.07925,106.14962",-2.07925,106.14962,Pt Pln (Persero),Bangka Baru Power Station,Asia,Operating,Bangka-Belitung,Unit 1,https://www.gem.wiki/Bangka_Baru_power_station
50,Indonesia,"-2.07925,106.14962",-2.07925,106.14962,Pt Pln (Persero),Bangka-1A Power Station,Asia,Cancelled,Bangka-Belitung,Unit 2,https://www.gem.wiki/Bangka-1A_power_station
660,Indonesia,"-3.734,103.759",-3.734,103.759,China Huadian Group Corp [55.0%]; Pt Bukit Asam Tbk [45.0%],Bangko Tengah Power Station,Asia,Cancelled,South Sumatra,Unit 4,https://www.gem.wiki/Bangko_Tengah_power_station
110,Indonesia,"-3.72507,103.69039",-3.72507,103.69039,Pt Bukit Asam Tbk [59.8%]; Pt Pln (Persero) [37.2%],Banjarsari Power Station,Asia,Operating,South Sumatra,Unit 1,https://www.gem.wiki/Banjarsari_power_station
300,Indonesia,"-6.48576,106.03813",-6.48576,106.03813,Btn Power; Pt Biidznillah Tambang Nusantara,Banten Bse Power Station,Asia,Cancelled,Banten,Unit 1,https://www.gem.wiki/Banten_BSE_power_station
300,Indonesia,"-6.39218,105.82778",-6.39218,105.82778,Pt Pln (Persero),Banten Labuan Power Station,Asia,Operating,Banten,Unit 1,https://www.gem.wiki/Banten_Labuan_power_station
600,Indonesia,"-5.89191,106.03023",-5.89191,106.03023,Pt Pln (Persero),Banten Suralaya Power Station,Asia,Operating,Banten,"Phase Ii, Unit 3",https://www.gem.wiki/Banten_Suralaya_power_station
1000,Indonesia,"-5.88922,106.0336",-5.88922,106.0336,Pt Pln (Persero) [51.0%]; Pt Barito Pacific Tbk [49.0%],Banten Suralaya Power Station,Asia,Construction,Banten,Unit 10,https://www.gem.wiki/Banten_Suralaya_power_station
120,Indonesia,"-3.34787,103.90047",-3.34787,103.90047,Oceanwide Holdings Co Ltd [85.0%]; Pt Satya Abadi Semesta [10.0%]; China Power International Development Co Ltd [5.0%],Banyuasin Power Station,Asia,Shelved,South Sumatra,Unit 1,https://www.gem.wiki/Banyuasin_power_station
120,Indonesia,"-3.34787,103.90047",-3.34787,103.90047,Oceanwide Holdings Co Ltd [85.0%]; Pt Satya Abadi Semesta [10.0%]; China Power International Development Co Ltd [5.0%],Banyuasin Power Station,Asia,Shelved,South Sumatra,Unit 2,https://www.gem.wiki/Banyuasin_power_station
50,Indonesia,"-4.29329,119.63135",-4.29329,119.63135,Pt Pln (Persero),Barru Power Station,Asia,Operating,South Sulawesi,Unit 2,https://www.gem.wiki/Barru_power_station
31,Indonesia,"-8.90117,116.73821",-8.90117,116.73821,Newmont Corp,Batu Hijau Power Station,Asia,Operating,West Nusa Tenggara,Unit 2,https://www.gem.wiki/Batu_Hijau_power_station
30,Indonesia,"-5.45942,122.60595",-5.45942,122.60595,To Be Determined,Bau-Bau Power Station,Asia,Cancelled,Southeast Sulawesi,Unit 2,https://www.gem.wiki/Bau-Bau_Power_Station
50,Indonesia,"0.83511,108.87368",0.83511,108.87368,Pt Pln (Persero),Bengkayang Power Station,Asia,Operating,West Kalimantan,Unit 2,https://www.gem.wiki/Bengkayang_Power_Station
150,Indonesia,"1.589,101.638",1.589,101.638,Btn Power,Btn Dumai Power Station,Asia,Cancelled,Riau,Unit 3,https://www.gem.wiki/BTN_Dumai_power_station
330,Indonesia,"-8.19629,114.85157",-8.19629,114.85157,Pt General Energy Indonesia; Pt Merryline International,Celukan Bawang Power Station,Asia,Cancelled,Bali,Unit 4,https://www.gem.wiki/Celukan_Bawang_power_station
40,Indonesia,"-6.02389,105.95013",-6.02389,105.95013,Indorama Ventures,Cilegon Ptip Power Station,Asia,Operating,Banten,,https://www.gem.wiki/Cilegon_PTIP_Power_Station
660,Indonesia,"-6.77029,108.61486",-6.77029,108.61486,Marubeni Corp [32.5%]; Korea Electric Power Corp [27.5%]; Pt Indika Energy Tbk [20.0%]; Samtan [20.0%],Cirebon Power Station,Asia,Operating,West Java,Unit 1,https://www.gem.wiki/Cirebon_power_station
30,Indonesia,"-3.90754,122.41926",-3.90754,122.41926,Jiangsu Delong Nickel Industry Co,Delong Nickel Phase I Power Station,Asia,Operating,South Sulawesi,Unit 1,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station
50,Indonesia,"-3.90754,122.41926",-3.90754,122.41926,Jiangsu Delong Nickel Industry Co,Delong Nickel Phase I Power Station,Asia,Operating,South Sulawesi,Unit 3,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station
380,Indonesia,"-3.82749,122.46275",-3.82749,122.46275,Xiamen Xiangyu Group [51.0%]; Jiangsu Delong Nickel Industry Co [49.0%],Delong Nickel Phase Ii Power Station,Asia,Operating,Southeast Sulawesi,Unit 09,https://www.gem.wiki/Delong_Nickel_Phase_II_power_station
135,Indonesia,"-2.00469,121.43807",-2.00469,121.43807,Jiangsu Delong Nickel Industry Co,Delong Nickel Phase Iii Power Station,Asia,Operating,Central Sulawesi,Unit 01,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station
135,Indonesia,"-2.00469,121.43807",-2.00469,121.43807,Jiangsu Delong Nickel Industry Co,Delong Nickel Phase Iii Power Station,Asia,Construction,Central Sulawesi,Unit 04,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station
135,Indonesia,"-2.00469,121.43807",-2.00469,121.43807,Jiangsu Delong Nickel Industry Co,Delong Nickel Phase Iii Power Station,Asia,Construction,Central Sulawesi,Unit 06,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station
45,Indonesia,"0.83251,128.28527",0.83251,128.28527,Pt Tambang Batubara Bukit Asam,East Halmahera Power Station,Asia,Shelved,North Maluku,Unit 1,https://www.gem.wiki/East_Halmahera_power_station
45,Indonesia,"0.83251,128.28527",0.83251,128.28527,Pt Tambang Batubara Bukit Asam,East Halmahera Power Station,Asia,Shelved,North Maluku,Unit 2,https://www.gem.wiki/East_Halmahera_power_station
55,Indonesia,"-6.27265,107.12402",-6.27265,107.12402,Siam Cement Group,Fajar Power Station,Asia,Operating,West Java,Unit 1,https://www.gem.wiki/FAJAR_power_station
200,Indonesia,"1.01802,128.26606",1.01802,128.26606,Pt Pln (Persero),Haltim Power Station,Asia,Cancelled,North Maluku,Unit 1,https://www.gem.wiki/Haltim_power_station
36,Indonesia,"-6.4858,107.3852",-6.4858,107.3852,Aditya Birla Group,Indo Bharat Rayon Power Station,Asia,Operating,West Java,,https://www.gem.wiki/Indo_Bharat_Rayon_power_station
330,Indonesia,"-6.27474,107.97043",-6.27474,107.97043,Pt Pln (Persero),Indramayu Power Station,Asia,Operating,West Java,Unit 2,https://www.gem.wiki/Indramayu_power_station
1000,Indonesia,"-6.27474,107.97043",-6.27474,107.97043,Pt Pln (Persero),Indramayu Power Station,Asia,Shelved,West Java,Unit 4,https://www.gem.wiki/Indramayu_power_station
660,Indonesia,"-6.89575,110.24025",-6.89575,110.24025,Jababeka; Sembcorp Industries Ltd,Jababeka Kip Power Station,Asia,Cancelled,Central Java,,https://www.gem.wiki/Jababeka_KIP_power_station
300,Indonesia,"-2.1375,102.95722",-2.1375,102.95722,Pt Pln (Persero),Jambi-1 Power Station,Asia,Permitted,Jambi,Unit 1,https://www.gem.wiki/Jambi-1_power_station
2000,Indonesia,"-7.26,110.66",-7.26,110.66,To Be Determined,Jawa-13 Power Station,Asia,Cancelled,Java,,https://www.gem.wiki/Jawa-13_power_station
1000,Indonesia,"-5.93506,107.03018",-5.93506,107.03018,Pt Pln (Persero),Jawa-5 Power Station,Asia,Shelved,West Java,Unit 1,https://www.gem.wiki/Jawa-5_power_station
1000,Indonesia,"-5.93506,107.03018",-5.93506,107.03018,Pt Pln (Persero),Jawa-5 Power Station,Asia,Cancelled,West Java,Unit 2,https://www.gem.wiki/Jawa-5_power_station
1000,Indonesia,"-5.93506,107.03018",-5.93506,107.03018,Pt Pln (Persero),Jawa-6 Power Station,Asia,Cancelled,West Java,Unit 2,https://www.gem.wiki/Jawa-6_power_station
300,Indonesia,"-1.17036,116.78872",-1.17036,116.78872,Genting Group,Kaltim Teluk Balikpapan Power Station,Asia,Cancelled,East Kalimantan,Unit 3,https://www.gem.wiki/Kaltim_Teluk_Balikpapan_power_station
100,Indonesia,"-0.91183,117.19528",-0.91183,117.19528,Pt Pln (Persero),Kaltim-5 Power Station,Asia,Cancelled,Central Kalimantan,Unit 1,https://www.gem.wiki/Kaltim-5_power_station
100,Indonesia,"-0.91183,117.19528",-0.91183,117.19528,Pt Pln (Persero),Kaltim-5 Power Station,Asia,Cancelled,Central Kalimantan,Unit 2,https://www.gem.wiki/Kaltim-5_power_station
50,Indonesia,"-4.05129,122.65345",-4.05129,122.65345,Datang Overseas Energy Investment Co Ltd [75.0%]; Sinar Mas Group [25.0%],Kendari-3 Power Station,Asia,Operating,Southeast Sulawesi,Unit 2,https://www.gem.wiki/Kendari-3_power_station
300,Indonesia,"3.35064,99.45133",3.35064,99.45133,Pt Bukit Asam Tbk,Kuala Tanjung Inalum Captive Power Station,Asia,Shelved,North Sumatra,Unit 1,https://www.gem.wiki/Kuala_Tanjung_Inalum_captive_power_station
300,Indonesia,"3.35064,99.45133",3.35064,99.45133,Pt Bukit Asam Tbk,Kuala Tanjung Inalum Captive Power Station,Asia,Shelved,North Sumatra,Unit 2,https://www.gem.wiki/Kuala_Tanjung_Inalum_captive_power_station
450,Indonesia,"3.3754,99.4418",3.3754,99.4418,To Be Determined,Kuala Tanjung-2 Power Station,Asia,Cancelled,North Sumatra,,https://www.gem.wiki/Kuala_Tanjung-2_power_station
100,Indonesia,"3.3754,99.4418",3.3754,99.4418,Medco Energi Internasional Tbk,Lamhotma Power Station,Asia,Cancelled,North Sumatra,Unit 2,https://www.gem.wiki/Lamhotma_power_station
100,Indonesia,"-5.58594,105.38719",-5.58594,105.38719,Pt Pln (Persero),Lampung Sebalang Power Station,Asia,Operating,Lampung,Unit 2,https://www.gem.wiki/Lampung_Sebalang_power_station
50,Indonesia,"-8.34803,116.71717",-8.34803,116.71717,Pt Pln (Persero),Lombok 2 Power Station,Asia,Cancelled,West Nusa Tenggara,Unit 1,https://www.gem.wiki/Lombok_2_power_station
50,Indonesia,"-8.2852,116.60316",-8.2852,116.60316,To Be Determined,Lombok 3 Power Station,Asia,Cancelled,West Nusa Tenggara,Unit 2,https://www.gem.wiki/Lombok_3_power_station
50,Indonesia,"-8.42206,116.70963",-8.42206,116.70963,Pt Pln (Persero),Lombok Ftp2 Power Station,Asia,Construction,West Nusa Tenggara,Unit 1,https://www.gem.wiki/Lombok_FTP2_power_station
30,Indonesia,"3.66757,98.66539",3.66757,98.66539,Nanjing Iron And Steel Co Ltd; Pt Gunung Gahapi,Medan Steel Mill Power Station,Asia,Operating,North Sumatra,Unit 2,https://www.gem.wiki/Medan_Steel_Mill_power_station
350,Indonesia,"-4.01278,105.46296",-4.01278,105.46296,China Shenhua Energy Co Ltd,Mesuji Power Station,Asia,Cancelled,Lampung,Unit 1,https://www.gem.wiki/Mesuji_power_station
110,Indonesia,"4.10755,96.19889",4.10755,96.19889,Unnamed Special Purpose Vehicle,Nagan Raya Power Station,Asia,Operating,Aceh,Unit 1,https://www.gem.wiki/Nagan_Raya_power_station
250,Indonesia,"1.254,116.682",1.254,116.682,Mec Coal; Nalco Holding Co,Nalco East Kutai Power Station,Asia,Cancelled,East Kalimantan,Unit 1,https://www.gem.wiki/NALCO_East_Kutai_power_station
30,Indonesia,"0.91164,104.65054",0.91164,104.65054,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Operating,Riau,"Phase I, Unit 4",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
150,Indonesia,"0.91164,104.65054",0.91164,104.65054,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Cancelled,Riau,"Phase Iv, Unit 7",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
660,Indonesia,"-7.7153,113.58571",-7.7153,113.58571,Siemens Ag [50.0%]; Marubeni Corp [17.5%]; Ytl Corp [17.5%]; Pt Bumipertiwi Tatapradipta [15.0%],Paiton-2 Power Station,Asia,Operating,East Java,Unit 1,https://www.gem.wiki/Paiton-2_power_station
200,Indonesia,"4.12071,98.25823",4.12071,98.25823,Pt Pln (Persero),Pangkalan Susu Power Station,Asia,Operating,North Sumatra,Unit 4,https://www.gem.wiki/Pangkalan_Susu_power_station
50,Indonesia,"0.05798,109.20362",0.05798,109.20362,Gezhouba Group; Pt Praba Indopersada,Parit Baru Power Station,Asia,Permitted,West Kalimantan,Unit 3,https://www.gem.wiki/Parit_Baru_power_station
30,Indonesia,"-4.17986,121.59293",-4.17986,121.59293,Pt Aneka Tambang Tbk,Pomalaa Nickel Power Station,Asia,Operating,Southeast Sulawesi,Unit S2,https://www.gem.wiki/Pomalaa_Nickel_power_station
150,Indonesia,"-1.56143,127.42103",-1.56143,127.42103,Harita Group [63.1%]; Ningbo Lygend [36.9%],Pt Halmahera Persada Lygend Nickel Smelter Power Station,Asia,Construction,Maluku,"Phase Ii, Unit 4",https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station
380,Indonesia,"-1.56143,127.42103",-1.56143,127.42103,Harita Group [63.1%]; Ningbo Lygend [36.9%],Pt Halmahera Persada Lygend Nickel Smelter Power Station,Asia,Pre-Permit,Maluku,"Phase Iii, Unit 7",https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station
30,Indonesia,"-6.55392,107.41365",-6.55392,107.41365,Indorama Corp,Purwakarta Indorama Power Station,Asia,Operating,West Java,Unit 1,https://www.gem.wiki/Purwakarta_Indorama_power_station
65,Indonesia,"-3.04035,122.26156",-3.04035,122.26156,Qingdao Urban Construction Investment (Group) Co Ltd; Qingdao Xiyuan Holdings Co Ltd; Shandong Taishan Steel Group Co Ltd,Qingdao Zhongsheng Captive Power Station,Asia,Cancelled,Central Sulawesi,Unit 4,https://www.gem.wiki/Qingdao_Zhongsheng_captive_power_station
315,Indonesia,"-6.636,111.4749",-6.636,111.4749,Pt Pln (Persero),Rembang Power Station,Asia,Operating,Central Java,Unit 1,https://www.gem.wiki/Rembang_power_station
315,Indonesia,"-6.636,111.4749",-6.636,111.4749,Pt Pln (Persero),Rembang Power Station,Asia,Operating,Central Java,Unit 2,https://www.gem.wiki/Rembang_power_station
37,Indonesia,"-1.0069,103.0821",-1.0069,103.0821,Sinar Mas Group,Sinar Mas Jambi Lontar Power Station,Asia,Operating,Jambi,Unit 2,https://www.gem.wiki/Sinar_Mas_Jambi_Lontar_power_station
200,Indonesia,"-1.61,101.91",-1.61,101.91,Datang Overseas Energy Investment Co Ltd [75.0%]; Sinar Mas Group [25.0%],Sinar Mas Jambi Power Station,Asia,Cancelled,Jambi,Unit 1,https://www.gem.wiki/Sinar_Mas_Jambi_power_station
380,Indonesia,"-2.86883,122.16928",-2.86883,122.16928,Sulawesi Mining Investment,Sulawesi Labota Power Station,Asia,Construction,Central Sulawesi,Unit 7,https://www.gem.wiki/Sulawesi_Labota_power_station
150,Indonesia,"-2.82738,122.15527",-2.82738,122.15527,Guangdong Guangxin Holdings Group,Sulawesi Mining Power Station,Asia,Operating,Central Sulawesi,"Phase Ii, Unit 1",https://www.gem.wiki/Sulawesi_Mining_power_station
350,Indonesia,"-2.82954,122.15514",-2.82954,122.15514,Eternal Tsingshan Group,Sulawesi Mining Power Station,Asia,Operating,Central Sulawesi,"Phase Iii, Unit 1",https://www.gem.wiki/Sulawesi_Mining_power_station
350,Indonesia,"-2.82738,122.15527",-2.82738,122.15527,Eternal Tsingshan Group,Sulawesi Mining Power Station,Asia,Operating,Central Sulawesi,"Phase Iv, Unit 2",https://www.gem.wiki/Sulawesi_Mining_power_station
200,Indonesia,"-3.8215,121.9721",-3.8215,121.9721,Pt Pln (Persero),Sulbagsel-1 Power Station,Asia,Shelved,South Sulawesi,Unit 2,https://www.gem.wiki/Sulbagsel-1_power_station
100,Indonesia,"1.18571,124.47489",1.18571,124.47489,To Be Determined,Sulbagut-2 Power Station,Asia,Shelved,North Sulawesi,Unit 1,https://www.gem.wiki/Sulbagut-2_power_station
